Node,SIR
0,0.758
1,0.759
2,0.758
3,0.758
4,0.759
5,0.757
6,0.758
7,0.758
8,0.757
9,0.757
10,0.758
11,0.758
12,0.759
13,0.76
14,0.758
15,0.757
16,0.757
17,0.759
18,0.758
19,0.757
20,0.757
21,0.757
22,0.759
23,0.742
24,0.758
25,0.757
26,0.758
27,0.757
28,0.758
29,0.76
30,0.757
31,0.758
32,0.756
33,0.757
34,0.757
35,0.756
36,0.757
37,0.757
38,0.758
39,0.758
40,0.757
41,0.757
42,0.697
43,0.758
44,0.743
45,0.757
46,0.757
47,0.728
48,0.66
49,0.756
50,0.757
51,0.751
52,0.758
53,0.76
54,0.742
55,0.758
56,0.757
57,0.758
58,0.636
59,0.757
60,0.744
61,0.758
62,0.751
63,0.759
64,0.743
65,0.751
66,0.758
67,0.757
68,0.712
69,0.758
70,0.758
71,0.75
72,0.743
73,0.758
74,0.759
75,0.523
76,0.758
77,0.757
78,0.757
79,0.75
80,0.757
81,0.759
82,0.758
83,0.757
84,0.758
85,0.759
86,0.758
87,0.758
88,0.757
89,0.759
90,0.757
91,0.758
92,0.758
93,0.757
94,0.751
95,0.759
96,0.748
97,0.704
98,0.591
99,0.757
100,0.758
101,0.757
102,0.758
103,0.757
104,0.756
105,0.758
106,0.651
107,0.757
108,0.704
109,0.757
110,0.735
111,0.705
112,0.741
113,0.741
114,0.757
115,0.757
116,0.72
117,0.758
118,0.75
119,0.743
120,0.62
121,0.759
122,0.757
123,0.756
124,0.743
125,0.652
126,0.666
127,0.758
128,0.759
129,0.72
130,0.749
131,0.751
132,0.749
133,0.713
134,0.621
135,0.759
136,0.758
137,0.705
