Node,SIR,Infected_sum
0,0.1352,0
1,0.07519,0
2,0.10941,0
3,0.07558,0
4,0.11678,0
5,0.1352,0
6,0.15123,0
7,0.13154,0
8,0.13082,0
9,0.11956,0
10,0.1157,0
11,0.12119,0
12,0.11199,0
13,0.12946,0
14,0.11675,0
15,0.06017,0
16,0.12826,0
17,0.10683,0
18,0.11335,0
19,0.09603,0
20,0.08227,0
21,0.07872,0
22,0.08152,0
23,0.10466,0
24,0.091,0
25,0.10275,0
26,0.09114,0
27,0.06642,0
28,0.07639,0
29,0.10813,0
30,0.1065,0
31,0.09366,0
32,0.06467,0
33,0.08239,0
34,0.09322,0
35,0.07561,0
36,0.04954,0
37,0.06153,0
38,0.0615,0
39,0.07501,0
40,0.07369,0
41,0.05842,0
42,0.09116,0
43,0.03744,0
44,0.10426,0
45,0.08677,0
46,0.06673,0
47,0.06617,0
48,0.03918,0
49,0.09551,0
50,0.04723,0
51,0.0628,0
52,0.07307,0
53,0.08254,0
54,0.10792,0
55,0.0791,0
56,0.07201,0
57,0.06993,0
58,0.07716,0
59,0.0465,0
60,0.06994,0
61,0.09131,0
62,0.06191,0
63,0.05679,0
64,0.07884,0
65,0.04933,0
66,0.05604,0
67,0.08722,0
68,0.05547,0
69,0.07426,0
70,0.04262,0
71,0.05322,0
72,0.05616,0
73,0.06217,0
74,0.07895,0
75,0.05982,0
76,0.05757,0
77,0.07496,0
78,0.05305,0
79,0.06214,0
80,0.06638,0
81,0.04604,0
82,0.04478,0
83,0.07784,0
84,0.06674,0
85,0.07513,0
86,0.05246,0
87,0.05747,0
88,0.06291,0
89,0.07587,0
90,0.08378,0
91,0.09613,0
92,0.04356,0
93,0.04818,0
94,0.04974,0
95,0.0662,0
96,0.04526,0
97,0.05249,0
98,0.04251,0
99,0.04609,0
100,0.06252,0
101,0.07394,0
102,0.04398,0
103,0.06259,0
104,0.03603,0
105,0.05164,0
106,0.03349,0
107,0.0494,0
108,0.05407,0
109,0.03256,0
110,0.0398,0
111,0.0523,0
112,0.05253,0
113,0.0621,0
114,0.07044,0
115,0.04951,0
116,0.03444,0
117,0.05828,0
118,0.02583,0
119,0.05697,0
120,0.03673,0
121,0.05622,0
122,0.07644,0
123,0.07497,0
124,0.03916,0
125,0.04487,0
126,0.04594,0
127,0.04262,0
128,0.03002,0
129,0.04358,0
130,0.0651,0
131,0.03138,0
132,0.04693,0
133,0.03997,0
134,0.05595,0
135,0.06353,0
136,0.04954,0
137,0.05292,0
138,0.04008,0
139,0.03473,0
140,0.04639,0
141,0.04566,0
