Node,SIR
0,0.436
1,0.432
2,0.434
3,0.23
4,0.435
5,0.425
6,0.433
7,0.436
8,0.433
9,0.402
10,0.423
11,0.435
12,0.435
13,0.429
14,0.434
15,0.431
16,0.435
17,0.382
18,0.422
19,0.435
20,0.429
21,0.37
22,0.433
23,0.405
24,0.436
25,0.435
26,0.399
27,0.336
28,0.436
29,0.436
30,0.435
31,0.436
32,0.385
33,0.434
34,0.431
35,0.403
36,0.388
37,0.309
38,0.438
39,0.382
40,0.337
41,0.435
42,0.353
43,0.399
44,0.365
45,0.383
46,0.329
47,0.421
48,0.437
49,0.363
50,0.394
51,0.351
52,0.434
53,0.396
54,0.358
55,0.306
56,0.393
57,0.413
58,0.414
59,0.366
60,0.346
61,0.43
62,0.366
63,0.402
64,0.402
65,0.382
66,0.376
67,0.371
68,0.43
69,0.412
70,0.349
71,0.393
72,0.315
73,0.253
74,0.413
75,0.392
76,0.365
77,0.394
78,0.383
79,0.295
80,0.386
81,0.275
82,0.323
83,0.387
84,0.423
85,0.373
86,0.328
87,0.389
88,0.331
89,0.402
90,0.374
91,0.364
92,0.397
93,0.401
94,0.303
95,0.392
96,0.42
97,0.405
98,0.332
99,0.416
100,0.4
101,0.423
102,0.336
103,0.328
104,0.396
105,0.407
106,0.38
107,0.314
108,0.376
109,0.357
110,0.235
111,0.38
112,0.379
113,0.358
114,0.268
115,0.399
116,0.341
117,0.385
118,0.288
119,0.28
120,0.353
121,0.427
122,0.329
123,0.252
124,0.396
125,0.346
126,0.262
127,0.422
128,0.416
129,0.294
130,0.346
131,0.409
132,0.336
133,0.413
134,0.382
135,0.261
136,0.406
137,0.386
138,0.318
139,0.425
140,0.387
141,0.365
142,0.384
143,0.228
144,0.356
145,0.358
146,0.279
147,0.235
148,0.215
149,0.426
150,0.301
151,0.395
152,0.343
153,0.308
154,0.395
155,0.32
156,0.395
157,0.378
158,0.353
159,0.395
160,0.36
161,0.305
162,0.357
163,0.261
164,0.318
165,0.366
166,0.358
167,0.313
168,0.267
169,0.377
170,0.356
171,0.303
172,0.258
173,0.374
174,0.358
175,0.345
176,0.362
177,0.355
178,0.339
179,0.319
180,0.355
181,0.269
182,0.301
183,0.33
184,0.363
185,0.218
186,0.322
187,0.288
188,0.352
189,0.3
190,0.234
191,0.394
192,0.297
193,0.323
194,0.256
195,0.231
196,0.384
197,0.391
198,0.196
199,0.32
200,0.275
201,0.388
202,0.341
203,0.327
204,0.257
205,0.371
206,0.31
207,0.421
208,0.337
209,0.254
210,0.379
211,0.343
212,0.395
213,0.378
214,0.397
215,0.321
216,0.238
217,0.313
218,0.37
219,0.293
220,0.229
221,0.302
222,0.401
223,0.218
224,0.212
225,0.38
226,0.274
227,0.307
228,0.281
229,0.296
230,0.171
231,0.253
232,0.279
233,0.253
234,0.303
235,0.371
236,0.3
237,0.244
238,0.278
239,0.247
240,0.321
241,0.283
242,0.308
243,0.329
244,0.321
245,0.339
246,0.23
247,0.326
248,0.291
249,0.292
250,0.34
251,0.369
252,0.352
253,0.222
254,0.28
255,0.303
256,0.235
257,0.214
258,0.272
259,0.244
260,0.337
261,0.35
262,0.317
263,0.201
264,0.362
265,0.317
266,0.326
267,0.3
268,0.392
269,0.308
270,0.379
271,0.269
272,0.299
273,0.23
274,0.272
275,0.279
276,0.252
277,0.341
278,0.313
279,0.304
280,0.264
281,0.218
282,0.25
283,0.342
284,0.336
285,0.336
286,0.305
287,0.293
288,0.223
289,0.251
290,0.29
291,0.274
292,0.345
293,0.309
294,0.293
295,0.338
296,0.309
297,0.2
298,0.245
299,0.366
300,0.349
301,0.294
302,0.382
303,0.368
304,0.347
305,0.269
306,0.234
307,0.178
308,0.24
309,0.356
310,0.313
311,0.297
312,0.23
313,0.289
314,0.34
315,0.21
316,0.223
317,0.264
318,0.333
319,0.281
320,0.188
321,0.253
322,0.327
323,0.3
324,0.356
325,0.246
326,0.278
327,0.3
328,0.334
329,0.313
330,0.332
331,0.243
332,0.356
333,0.336
334,0.319
335,0.327
336,0.282
337,0.3
338,0.252
339,0.258
340,0.349
341,0.256
342,0.319
343,0.381
344,0.23
345,0.264
346,0.182
347,0.251
348,0.248
349,0.298
350,0.332
351,0.27
352,0.318
353,0.231
354,0.311
355,0.318
356,0.269
357,0.266
358,0.391
359,0.272
360,0.241
361,0.221
362,0.187
363,0.33
364,0.226
365,0.225
366,0.336
367,0.308
368,0.269
369,0.349
370,0.255
371,0.23
372,0.351
373,0.329
374,0.32
375,0.213
376,0.169
377,0.374
378,0.18
379,0.306
380,0.357
381,0.274
382,0.335
383,0.295
384,0.259
385,0.179
386,0.306
387,0.269
388,0.261
389,0.239
390,0.252
391,0.239
392,0.318
393,0.228
394,0.38
395,0.246
396,0.196
397,0.278
398,0.364
399,0.242
400,0.288
401,0.337
402,0.297
403,0.292
404,0.37
405,0.253
406,0.285
407,0.265
408,0.236
409,0.17
410,0.256
411,0.182
412,0.205
413,0.254
414,0.237
415,0.17
416,0.295
417,0.295
418,0.304
419,0.204
420,0.287
421,0.207
422,0.327
423,0.228
424,0.326
425,0.238
426,0.295
427,0.263
428,0.234
429,0.308
430,0.218
431,0.348
432,0.195
433,0.198
434,0.311
435,0.274
436,0.24
437,0.193
438,0.219
439,0.208
440,0.178
441,0.248
442,0.256
443,0.351
444,0.292
445,0.24
446,0.29
447,0.263
448,0.182
449,0.178
450,0.291
451,0.331
452,0.364
453,0.229
454,0.347
455,0.223
456,0.342
457,0.242
458,0.245
459,0.281
460,0.307
461,0.265
462,0.266
463,0.219
464,0.292
465,0.226
466,0.231
467,0.318
468,0.283
469,0.235
470,0.354
471,0.228
472,0.276
473,0.274
474,0.297
475,0.292
476,0.335
477,0.238
478,0.245
479,0.307
480,0.244
481,0.197
482,0.203
483,0.31
484,0.266
485,0.191
486,0.27
487,0.362
488,0.231
489,0.245
490,0.311
491,0.314
492,0.184
493,0.238
494,0.248
495,0.241
496,0.206
497,0.263
498,0.267
499,0.149
500,0.376
501,0.328
502,0.253
503,0.22
504,0.27
505,0.288
506,0.205
507,0.302
508,0.346
509,0.219
510,0.291
511,0.231
512,0.226
513,0.239
514,0.27
515,0.31
516,0.249
517,0.2
518,0.275
519,0.346
520,0.284
521,0.206
522,0.198
523,0.241
524,0.209
525,0.27
526,0.238
527,0.169
528,0.318
529,0.305
530,0.233
531,0.254
532,0.178
533,0.289
534,0.26
535,0.265
536,0.284
537,0.204
538,0.209
539,0.191
540,0.175
541,0.235
542,0.246
543,0.235
544,0.211
545,0.235
546,0.244
547,0.246
548,0.202
549,0.249
550,0.197
551,0.282
552,0.254
553,0.257
554,0.197
555,0.264
556,0.233
557,0.253
558,0.279
559,0.281
560,0.319
561,0.196
562,0.332
563,0.187
564,0.271
565,0.274
566,0.317
567,0.275
568,0.308
569,0.334
570,0.189
571,0.257
572,0.239
573,0.262
574,0.251
575,0.279
576,0.201
577,0.245
578,0.209
579,0.17
580,0.257
581,0.189
582,0.244
583,0.311
584,0.143
585,0.244
586,0.225
587,0.245
588,0.283
589,0.287
590,0.247
591,0.275
592,0.33
593,0.266
594,0.264
595,0.219
596,0.217
597,0.231
598,0.253
599,0.179
600,0.248
601,0.179
602,0.183
603,0.213
604,0.275
605,0.262
606,0.241
607,0.232
608,0.292
609,0.249
610,0.242
611,0.287
612,0.252
613,0.191
614,0.253
615,0.276
616,0.196
617,0.241
618,0.183
619,0.191
620,0.217
621,0.187
622,0.253
623,0.249
624,0.279
625,0.257
626,0.19
627,0.358
628,0.183
629,0.131
630,0.228
631,0.17
632,0.265
633,0.188
634,0.252
635,0.225
636,0.223
637,0.166
638,0.266
639,0.192
640,0.296
641,0.219
642,0.275
643,0.273
644,0.246
645,0.2
646,0.27
647,0.258
648,0.184
649,0.183
650,0.214
651,0.186
652,0.285
653,0.359
654,0.208
655,0.274
656,0.232
657,0.196
658,0.206
659,0.285
660,0.289
661,0.161
662,0.298
663,0.209
664,0.136
665,0.277
666,0.226
667,0.205
668,0.304
669,0.192
670,0.284
671,0.27
672,0.178
673,0.282
674,0.213
675,0.281
676,0.164
677,0.269
678,0.232
679,0.171
680,0.231
681,0.188
682,0.217
683,0.256
684,0.26
685,0.324
686,0.273
687,0.265
688,0.206
689,0.207
690,0.207
691,0.261
692,0.235
693,0.191
694,0.321
695,0.199
696,0.222
697,0.26
698,0.208
699,0.268
700,0.21
701,0.33
702,0.153
703,0.198
