Node,SIR
704,0.231
705,0.304
706,0.3
707,0.218
708,0.271
709,0.157
710,0.243
711,0.26
712,0.235
713,0.183
714,0.257
715,0.219
716,0.218
717,0.178
718,0.252
719,0.161
720,0.262
721,0.19
722,0.182
723,0.227
724,0.202
725,0.218
726,0.214
727,0.277
728,0.232
729,0.291
730,0.219
731,0.302
732,0.241
733,0.209
734,0.249
735,0.268
736,0.248
737,0.183
738,0.243
739,0.288
740,0.287
741,0.242
742,0.14
743,0.232
744,0.235
745,0.223
746,0.241
747,0.218
748,0.17
749,0.184
750,0.244
751,0.208
752,0.1
753,0.171
754,0.169
755,0.217
756,0.206
757,0.339
758,0.194
759,0.224
760,0.269
761,0.19
762,0.257
763,0.176
764,0.214
765,0.201
766,0.174
767,0.257
768,0.363
769,0.218
770,0.175
771,0.206
772,0.28
773,0.185
774,0.243
775,0.244
776,0.266
777,0.191
778,0.23
779,0.218
780,0.268
781,0.245
782,0.234
783,0.197
784,0.233
785,0.287
786,0.309
787,0.274
788,0.216
789,0.248
790,0.148
791,0.256
792,0.157
793,0.213
794,0.308
795,0.289
796,0.213
797,0.201
798,0.298
799,0.193
800,0.278
801,0.166
802,0.179
803,0.27
804,0.288
805,0.204
806,0.205
807,0.244
808,0.209
809,0.189
810,0.205
811,0.159
812,0.209
813,0.223
814,0.322
815,0.221
816,0.302
817,0.248
818,0.226
819,0.241
820,0.29
821,0.163
822,0.191
823,0.277
824,0.183
825,0.179
826,0.182
827,0.262
828,0.183
829,0.18
830,0.205
831,0.217
832,0.233
833,0.217
834,0.249
835,0.205
836,0.289
837,0.149
838,0.192
839,0.235
840,0.178
841,0.311
842,0.204
843,0.353
844,0.188
845,0.344
846,0.256
847,0.255
848,0.205
849,0.202
850,0.214
851,0.244
852,0.179
853,0.271
854,0.269
855,0.287
856,0.189
857,0.248
858,0.231
859,0.232
860,0.266
861,0.198
862,0.205
863,0.222
864,0.203
865,0.169
866,0.274
867,0.215
868,0.21
869,0.148
870,0.274
871,0.218
872,0.322
873,0.251
874,0.149
875,0.3
876,0.152
877,0.247
878,0.216
879,0.135
880,0.231
881,0.16
882,0.256
883,0.21
884,0.203
885,0.201
886,0.192
887,0.143
888,0.31
889,0.127
890,0.186
891,0.148
892,0.212
893,0.235
894,0.235
895,0.147
896,0.193
897,0.174
898,0.259
899,0.213
900,0.273
901,0.192
902,0.223
903,0.226
904,0.262
905,0.259
906,0.262
907,0.211
908,0.214
909,0.252
910,0.164
911,0.266
912,0.175
