Node,SIR
280,0.644
281,0.758
282,0.72
283,0.757
284,0.721
285,0.734
286,0.756
287,0.758
288,0.749
289,0.705
290,0.757
291,0.554
292,0.742
293,0.743
294,0.711
295,0.729
296,0.583
297,0.75
298,0.758
299,0.749
300,0.696
301,0.758
302,0.758
303,0.69
304,0.758
305,0.758
306,0.743
307,0.598
308,0.735
309,0.751
310,0.749
311,0.651
312,0.712
313,0.76
314,0.545
315,0.751
316,0.69
317,0.757
318,0.75
319,0.628
320,0.529
321,0.569
322,0.757
323,0.63
324,0.719
325,0.743
326,0.682
327,0.759
328,0.622
329,0.66
330,0.757
331,0.758
332,0.758
333,0.72
334,0.742
335,0.756
336,0.735
337,0.749
338,0.749
339,0.719
340,0.742
341,0.758
342,0.622
343,0.69
344,0.719
345,0.727
346,0.751
347,0.75
348,0.696
349,0.742
350,0.696
351,0.636
352,0.758
353,0.75
354,0.758
355,0.711
356,0.636
357,0.69
358,0.575
359,0.735
360,0.712
361,0.757
362,0.758
363,0.752
364,0.735
365,0.691
366,0.516
367,0.682
368,0.689
369,0.757
370,0.683
371,0.711
372,0.75
373,0.721
374,0.682
375,0.628
376,0.69
377,0.758
378,0.682
379,0.69
380,0.755
381,0.683
382,0.735
383,0.53
384,0.636
385,0.628
386,0.743
387,0.628
388,0.636
389,0.757
390,0.758
391,0.681
392,0.643
393,0.613
394,0.593
395,0.643
396,0.713
397,0.628
398,0.758
399,0.651
400,0.757
401,0.674
402,0.712
403,0.704
404,0.659
405,0.742
406,0.742
407,0.75
408,0.659
409,0.734
410,0.75
411,0.76
412,0.613
413,0.689
414,0.598
415,0.711
416,0.758
417,0.621
418,0.53
419,0.681
420,0.605
421,0.741
422,0.734
423,0.728
424,0.607
425,0.69
426,0.757
427,0.757
428,0.758
429,0.749
430,0.712
431,0.714
432,0.682
433,0.711
434,0.758
435,0.704
436,0.69
437,0.696
438,0.742
439,0.681
440,0.53
441,0.713
442,0.688
443,0.75
444,0.743
445,0.681
446,0.568
447,0.712
448,0.751
449,0.743
450,0.757
451,0.719
452,0.742
453,0.698
454,0.735
455,0.636
456,0.749
457,0.742
458,0.719
459,0.69
460,0.742
461,0.75
462,0.75
463,0.538
464,0.682
465,0.584
466,0.719
467,0.72
468,0.667
469,0.749
470,0.698
471,0.75
472,0.667
473,0.637
474,0.751
475,0.751
476,0.704
477,0.66
478,0.757
479,0.749
480,0.704
481,0.643
482,0.757
483,0.62
484,0.757
485,0.743
486,0.667
487,0.704
488,0.582
489,0.674
490,0.537
491,0.545
492,0.741
493,0.568
494,0.69
495,0.758
496,0.636
497,0.591
498,0.659
499,0.673
500,0.757
501,0.751
502,0.72
503,0.736
504,0.689
505,0.689
506,0.727
507,0.742
508,0.576
509,0.75
510,0.75
511,0.705
512,0.705
513,0.537
514,0.751
515,0.705
516,0.712
517,0.703
518,0.756
519,0.697
520,0.698
521,0.667
522,0.691
523,0.719
524,0.758
525,0.652
526,0.75
527,0.652
528,0.704
529,0.758
530,0.682
531,0.697
532,0.757
533,0.65
534,0.728
535,0.69
536,0.666
537,0.734
538,0.743
539,0.735
540,0.53
541,0.749
542,0.659
543,0.622
544,0.749
545,0.72
546,0.703
547,0.643
548,0.499
549,0.727
550,0.652
551,0.599
552,0.734
553,0.544
554,0.742
555,0.635
556,0.665
557,0.629
558,0.744
559,0.552
560,0.605
561,0.636
562,0.741
563,0.683
564,0.72
565,0.689
566,0.667
567,0.689
568,0.576
569,0.529
570,0.622
571,0.696
572,0.622
573,0.666
574,0.719
575,0.758
576,0.733
577,0.597
578,0.728
579,0.584
580,0.727
581,0.75
582,0.736
583,0.735
584,0.718
585,0.515
586,0.758
587,0.569
588,0.75
589,0.69
590,0.63
591,0.743
592,0.727
593,0.721
594,0.735
595,0.734
596,0.75
597,0.674
598,0.69
599,0.719
600,0.712
601,0.515
602,0.743
603,0.727
