Node,SIR,Infected_sum
0,0.1745,0
1,0.16844,0
2,0.15764,0
3,0.03848,0
4,0.16897,0
5,0.11621,0
6,0.1508,0
7,0.16649,0
8,0.15872,0
9,0.1024,0
10,0.1479,0
11,0.12923,0
12,0.15395,0
13,0.15011,0
14,0.15502,0
15,0.11481,0
16,0.16107,0
17,0.08889,0
18,0.10457,0
19,0.13997,0
20,0.15654,0
21,0.08412,0
22,0.16682,0
23,0.10673,0
24,0.15305,0
25,0.15818,0
26,0.0967,0
27,0.07229,0
28,0.1515,0
29,0.15817,0
30,0.1292,0
31,0.13457,0
32,0.09049,0
33,0.14152,0
34,0.13526,0
35,0.10738,0
36,0.08325,0
37,0.07644,0
38,0.12841,0
39,0.08776,0
40,0.07781,0
41,0.1244,0
42,0.07712,0
43,0.09639,0
44,0.09805,0
45,0.10275,0
46,0.0803,0
47,0.11313,0
48,0.14064,0
49,0.08029,0
50,0.09419,0
51,0.08947,0
52,0.11492,0
53,0.11076,0
54,0.08663,0
55,0.07238,0
56,0.11709,0
57,0.10025,0
58,0.11467,0
59,0.07868,0
60,0.07757,0
61,0.12596,0
62,0.086,0
63,0.09249,0
64,0.09392,0
65,0.09556,0
66,0.07226,0
67,0.0812,0
68,0.12903,0
69,0.09297,0
70,0.07658,0
71,0.09466,0
72,0.09004,0
73,0.0504,0
74,0.11039,0
75,0.05922,0
76,0.09156,0
77,0.09934,0
78,0.09562,0
79,0.05505,0
80,0.08689,0
81,0.05131,0
82,0.07276,0
83,0.08994,0
84,0.11634,0
85,0.06592,0
86,0.07341,0
87,0.07939,0
88,0.06466,0
89,0.09408,0
90,0.08101,0
91,0.08547,0
92,0.09123,0
93,0.09219,0
94,0.06887,0
95,0.11286,0
96,0.12099,0
97,0.11266,0
98,0.06972,0
99,0.10868,0
100,0.09139,0
101,0.10494,0
102,0.08054,0
103,0.07501,0
104,0.10947,0
105,0.08597,0
106,0.08549,0
107,0.04846,0
108,0.07472,0
109,0.09066,0
110,0.03441,0
111,0.07931,0
112,0.08276,0
113,0.07547,0
114,0.04897,0
115,0.09623,0
116,0.08228,0
117,0.06647,0
118,0.06468,0
119,0.06706,0
120,0.07403,0
121,0.09542,0
122,0.08245,0
123,0.04897,0
124,0.0717,0
125,0.0634,0
126,0.02899,0
127,0.11399,0
128,0.11088,0
129,0.06295,0
130,0.06742,0
131,0.11098,0
132,0.07838,0
133,0.10674,0
134,0.08054,0
135,0.05951,0
136,0.08332,0
137,0.08178,0
138,0.06397,0
139,0.12001,0
140,0.11327,0
141,0.07877,0
142,0.08789,0
143,0.03771,0
144,0.08042,0
145,0.0681,0
146,0.05416,0
147,0.03302,0
148,0.0507,0
149,0.09869,0
150,0.03937,0
151,0.09144,0
152,0.08202,0
153,0.05765,0
154,0.07142,0
155,0.02876,0
156,0.10108,0
157,0.08897,0
158,0.07627,0
159,0.08013,0
160,0.07732,0
161,0.06713,0
162,0.0853,0
163,0.05788,0
164,0.07131,0
165,0.08888,0
166,0.08859,0
167,0.07058,0
168,0.07411,0
169,0.06357,0
170,0.06412,0
171,0.05471,0
172,0.05047,0
173,0.06519,0
174,0.05007,0
175,0.0716,0
176,0.06905,0
177,0.0504,0
178,0.07616,0
179,0.06175,0
180,0.0585,0
181,0.06844,0
182,0.06531,0
183,0.05806,0
184,0.055,0
185,0.03773,0
186,0.06169,0
187,0.05024,0
188,0.0855,0
189,0.07881,0
190,0.04093,0
191,0.07198,0
192,0.05358,0
193,0.05958,0
194,0.04885,0
195,0.05963,0
196,0.08877,0
197,0.10794,0
198,0.03524,0
199,0.06116,0
200,0.04327,0
201,0.07642,0
202,0.07938,0
203,0.04216,0
204,0.05257,0
205,0.07874,0
206,0.0758,0
207,0.08528,0
208,0.06779,0
209,0.05081,0
210,0.08865,0
211,0.03535,0
212,0.0842,0
213,0.08812,0
214,0.08035,0
215,0.03859,0
216,0.04523,0
217,0.05284,0
218,0.06543,0
219,0.03473,0
220,0.03524,0
221,0.062,0
222,0.09257,0
223,0.05914,0
224,0.05171,0
225,0.06897,0
226,0.05978,0
227,0.05307,0
228,0.04866,0
229,0.08551,0
230,0.04188,0
231,0.03541,0
232,0.04715,0
233,0.04444,0
234,0.04791,0
235,0.07559,0
236,0.04153,0
237,0.02695,0
238,0.05222,0
239,0.03802,0
240,0.05645,0
241,0.04942,0
242,0.04863,0
243,0.05311,0
244,0.06814,0
245,0.04515,0
246,0.05326,0
247,0.05472,0
248,0.06185,0
249,0.03577,0
250,0.05665,0
251,0.0853,0
252,0.06735,0
253,0.04994,0
254,0.04791,0
255,0.04629,0
256,0.0589,0
257,0.02582,0
258,0.03347,0
259,0.0421,0
260,0.05608,0
261,0.07869,0
262,0.06546,0
263,0.03277,0
264,0.06817,0
265,0.04093,0
266,0.05008,0
267,0.07895,0
268,0.0623,0
269,0.06926,0
270,0.08798,0
271,0.04492,0
272,0.08117,0
273,0.05683,0
274,0.03169,0
275,0.07453,0
276,0.05248,0
277,0.0753,0
278,0.05654,0
279,0.06531,0
280,0.06022,0
281,0.0306,0
282,0.05733,0
283,0.03427,0
284,0.06525,0
