Node,SIR,Infected_sum,Normalized_SIR
0,0.034739,0,0.5529383974218368
1,0.039388,0,0.6313800259841058
2,0.025894,0,0.40369851688123237
3,0.061235,0,1.0
4,0.060424,0,0.9863161624512798
5,0.060064,0,0.9802419558945114
6,0.031699,0,0.5016450976091248
7,0.028402,0,0.44601548922671974
8,0.043018,0,0.6926282754315218
9,0.048622,0,0.7871834241652185
10,0.039149,0,0.6273474277422513
11,0.058373,0,0.9517100578736903
12,0.042012,0,0.675654242664552
13,0.030202,0,0.47638652201056236
14,0.013205,0,0.189599608551133
15,0.031292,0,0.49477786964077813
16,0.022716,0,0.3500767712217591
17,0.023804,0,0.3684343732599929
18,0.015852,0,0.23426189953937268
19,0.013751,0,0.1988121551622319
20,0.054584,0,0.8877790338637016
21,0.034191,0,0.5436921052187558
22,0.020173,0,0.30716925101658593
23,0.013868,0,0.20078627229318172
24,0.01711,0,0.25548787689608043
25,0.018462,0,0.27829989707594444
26,0.016981,0,0.2533112862132384
27,0.024182,0,0.3748122901445998
28,0.01771,0,0.2656115544906946
29,0.024362,0,0.3778493934229841
30,0.029027,0,0.45656098672110956
31,0.017843,0,0.2678556363575008
32,0.027135,0,0.4246376567060927
33,0.025712,0,0.400627668010866
34,0.026719,0,0.41761857357382687
35,0.017034,0,0.25420554440076265
36,0.016427,0,0.24396375723421126
37,0.017791,0,0.26697825096596756
38,0.024029,0,0.3722307523579732
39,0.015163,0,0.22263654310155734
40,0.021672,0,0.3324615722071304
41,0.01319,0,0.18934651661126764
42,0.023439,0,0.36227580272326926
43,0.018039,0,0.2711627043717414
44,0.027704,0,0.43423827762498524
45,0.011392,0,0.15900922941940707
46,0.016129,0,0.23893566402888622
47,0.031033,0,0.49040781547910306
48,0.016023,0,0.23714714765383768
49,0.017613,0,0.26397489327956536
50,0.013166,0,0.1889415695074831
51,0.013266,0,0.19062884910658542
52,0.01534,0,0.2256230279919685
53,0.017599,0,0.263738674135691
54,0.027922,0,0.43791654715102835
55,0.016937,0,0.25256888318963333
56,0.022496,0,0.3463647561037339
57,0.025652,0,0.3996153002514047
58,0.016811,0,0.25044291089476434
59,0.006963,0,0.08427961597516323
60,0.022315,0,0.34331078002935866
61,0.014601,0,0.213154031754602
62,0.024311,0,0.37698888082744186
63,0.017418,0,0.2606846980613157
64,0.019734,0,0.29976209357652656
65,0.023201,0,0.3582600772774056
66,0.020955,0,0.32036377748156647
67,0.027521,0,0.4311505559586279
68,0.014797,0,0.2164610997688427
69,0.021497,0,0.32950883290870125
70,0.010433,0,0.14282821806401538
71,0.014225,0,0.20680986046197716
72,0.008712,0,0.11379013616346363
73,0.012542,0,0.17841294480908432
74,0.024036,0,0.37234886192991035
75,0.008455,0,0.10945382759377058
76,0.019024,0,0.2877824084228997
77,0.012013,0,0.16948723572983276
78,0.013968,0,0.20247355189228408
79,0.018122,0,0.2725631464389964
80,0.016068,0,0.23790642347343374
81,0.024286,0,0.3765670609276663
82,0.013125,0,0.18824978487185112
83,0.02027,0,0.30880591222771525
84,0.009729,0,0.1309497696863347
85,0.019544,0,0.296556262338232
86,0.010017,0,0.13580913493174954
87,0.01766,0,0.2647679146911434
88,0.021043,0,0.32184858352877654
89,0.014299,0,0.20805844736531287
90,0.009962,0,0.13488113115224326
91,0.020729,0,0.3165505255875951
92,0.012172,0,0.17217001029240558
93,0.016068,0,0.23790642347343374
94,0.018875,0,0.2852683618202372
95,0.01533,0,0.2254543000320583
96,0.01391,0,0.2014949297248047
97,0.007659,0,0.09602308198491571
98,0.01107,0,0.15357618911029744
99,0.014738,0,0.2154656048053723
100,0.017953,0,0.26971164391651337
101,0.01101,0,0.15256382135083607
102,0.014606,0,0.21323839573455716
103,0.007632,0,0.09556751649315808
104,0.011572,0,0.16204633269779137
105,0.015458,0,0.2276140179189093
106,0.018173,0,0.27342365903453864
107,0.016203,0,0.24018425093222193
108,0.012081,0,0.1706345858572224
109,0.016383,0,0.24322135421060626
110,0.003951,0,0.03345875445019993
111,0.019146,0,0.2898408895338046
112,0.019184,0,0.2904820557814635
113,0.010558,0,0.14493731756289335
114,0.021914,0,0.33654478883695815
115,0.017115,0,0.25557224087603553
116,0.016041,0,0.23745085798167612
117,0.011435,0,0.1597347596470211
118,0.008836,0,0.11588236286635058
119,0.016298,0,0.2417871665513692
120,0.016719,0,0.2488906136635902
121,0.010356,0,0.14152901277270655
122,0.008645,0,0.11265965883206505
123,0.008129,0,0.10395329610069685
124,0.013925,0,0.20174802166467004
125,0.011353,0,0.15835119037575718
126,0.012665,0,0.18048829871598018
127,0.017821,0,0.2674844348456983
128,0.01453,0,0.21195606323923938
129,0.016176,0,0.2397286854404643
130,0.006006,0,0.06813235021175358
131,0.00769,0,0.09654613866063745
132,0.022259,0,0.34236590345386136
133,0.015265,0,0.22435756829264178
134,0.014638,0,0.21377832520626994
135,0.008065,0,0.10287343715727132
136,0.016504,0,0.2452629625255201
