Node,SIR,Infected_sum
0,0.110266,0
1,0.025666,0
2,0.103976,0
3,0.072924,0
4,0.100939,0
5,0.079611,0
6,0.102027,0
7,0.081775,0
8,0.105479,0
9,0.041527,0
10,0.078577,0
11,0.090492,0
12,0.044317,0
13,0.060785,0
14,0.03892,0
15,0.071746,0
16,0.066757,0
17,0.057956,0
18,0.090718,0
19,0.034983,0
20,0.070151,0
21,0.066694,0
22,0.051813,0
23,0.074699,0
24,0.071952,0
25,0.05081,0
26,0.063898,0
27,0.077685,0
28,0.025368,0
29,0.069509,0
30,0.046825,0
31,0.037782,0
32,0.03415,0
33,0.056027,0
34,0.043297,0
35,0.064449,0
36,0.036926,0
37,0.064897,0
38,0.042194,0
39,0.033186,0
40,0.058268,0
41,0.059055,0
42,0.048909,0
43,0.028639,0
44,0.036652,0
45,0.055439,0
46,0.047262,0
47,0.03684,0
48,0.061708,0
49,0.025743,0
50,0.052582,0
51,0.037101,0
52,0.03439,0
53,0.02314,0
54,0.037097,0
55,0.032722,0
56,0.034044,0
57,0.034716,0
58,0.054109,0
59,0.055736,0
60,0.044324,0
61,0.018913,0
62,0.038799,0
63,0.031239,0
64,0.067902,0
65,0.049922,0
66,0.035165,0
67,0.03099,0
68,0.038554,0
69,0.036396,0
70,0.023054,0
71,0.02677,0
72,0.032724,0
73,0.055566,0
74,0.036463,0
75,0.04628,0
76,0.02752,0
77,0.043947,0
78,0.024277,0
79,0.037681,0
80,0.02367,0
81,0.046713,0
82,0.027853,0
83,0.028279,0
84,0.049224,0
85,0.04278,0
86,0.028348,0
87,0.043822,0
88,0.038997,0
89,0.01725,0
90,0.03658,0
91,0.046099,0
92,0.022986,0
93,0.065816,0
94,0.036596,0
95,0.035763,0
96,0.02881,0
97,0.039554,0
98,0.046231,0
99,0.039051,0
100,0.036584,0
101,0.032693,0
102,0.04237,0
103,0.033273,0
104,0.039741,0
105,0.024812,0
106,0.024142,0
107,0.026644,0
108,0.031432,0
109,0.032685,0
110,0.027998,0
111,0.048826,0
112,0.027961,0
113,0.0422,0
114,0.032731,0
115,0.048324,0
116,0.048146,0
117,0.037858,0
118,0.021626,0
119,0.030986,0
120,0.030706,0
121,0.038839,0
122,0.024721,0
123,0.034036,0
124,0.033258,0
125,0.038943,0
126,0.032281,0
127,0.032734,0
128,0.027955,0
129,0.018143,0
130,0.02387,0
131,0.027461,0
132,0.027463,0
133,0.028189,0
134,0.027559,0
135,0.032607,0
136,0.033274,0
137,0.019242,0
138,0.021165,0
139,0.02431,0
140,0.020789,0
141,0.030899,0
142,0.03116,0
143,0.049466,0
144,0.03658,0
145,0.024565,0
146,0.028709,0
147,0.029432,0
148,0.038408,0
149,0.033918,0
150,0.033776,0
151,0.014699,0
152,0.028191,0
153,0.010302,0
154,0.030812,0
155,0.048113,0
156,0.018929,0
157,0.043512,0
