Node,SIR
311,0.165
312,0.202
313,0.21
314,0.245
315,0.219
316,0.142
317,0.192
318,0.191
319,0.145
320,0.216
321,0.194
322,0.176
323,0.222
324,0.209
325,0.198
326,0.202
327,0.164
328,0.17
329,0.231
330,0.205
331,0.182
332,0.144
333,0.238
334,0.137
335,0.203
336,0.245
337,0.228
338,0.123
339,0.182
340,0.168
341,0.144
342,0.166
343,0.179
344,0.172
345,0.187
346,0.257
347,0.217
348,0.212
349,0.174
350,0.177
351,0.233
352,0.151
353,0.202
354,0.168
355,0.131
356,0.171
357,0.181
358,0.205
359,0.156
360,0.265
361,0.216
362,0.242
363,0.213
364,0.184
365,0.168
366,0.209
367,0.202
368,0.203
369,0.228
370,0.146
371,0.162
372,0.225
373,0.228
374,0.142
375,0.17
376,0.174
377,0.246
378,0.192
379,0.175
380,0.185
381,0.137
382,0.193
383,0.14
384,0.225
385,0.15
386,0.187
387,0.186
388,0.148
389,0.219
390,0.184
391,0.167
392,0.167
393,0.162
394,0.137
395,0.133
396,0.175
397,0.201
398,0.173
399,0.186
400,0.196
401,0.183
402,0.158
403,0.212
404,0.127
405,0.182
406,0.229
407,0.153
408,0.177
409,0.157
410,0.203
411,0.165
412,0.171
413,0.186
414,0.204
415,0.204
416,0.218
417,0.173
418,0.166
419,0.169
420,0.182
421,0.177
422,0.118
423,0.159
424,0.166
425,0.194
426,0.187
427,0.156
428,0.185
429,0.201
430,0.142
431,0.161
432,0.186
433,0.171
434,0.224
435,0.199
436,0.197
437,0.191
438,0.218
439,0.185
440,0.168
441,0.17
442,0.17
443,0.135
444,0.17
445,0.122
446,0.11
447,0.196
448,0.227
449,0.198
450,0.145
451,0.193
452,0.185
453,0.198
454,0.171
455,0.184
456,0.172
457,0.196
458,0.11
459,0.138
460,0.158
461,0.165
462,0.197
463,0.199
464,0.19
465,0.189
466,0.148
467,0.165
468,0.229
469,0.168
470,0.209
471,0.181
472,0.208
473,0.121
474,0.17
475,0.163
476,0.206
477,0.207
478,0.228
479,0.113
480,0.135
