Node,SIR
0,0.39
1,0.295
2,0.386
3,0.384
4,0.385
5,0.287
6,0.383
7,0.389
8,0.376
9,0.392
10,0.338
11,0.391
12,0.383
13,0.385
14,0.383
15,0.332
16,0.378
17,0.37
18,0.383
19,0.385
20,0.373
21,0.277
22,0.371
23,0.343
24,0.378
25,0.377
26,0.25
27,0.368
28,0.371
29,0.369
30,0.37
31,0.336
32,0.342
33,0.301
34,0.362
35,0.365
36,0.339
37,0.355
38,0.352
39,0.37
40,0.359
41,0.262
42,0.319
43,0.298
44,0.303
45,0.344
46,0.298
47,0.242
48,0.294
49,0.359
50,0.366
51,0.353
52,0.364
53,0.296
54,0.28
55,0.309
56,0.366
57,0.328
58,0.239
59,0.31
60,0.276
61,0.303
62,0.348
63,0.339
64,0.349
65,0.286
66,0.197
67,0.352
68,0.329
69,0.313
70,0.306
71,0.267
72,0.294
73,0.303
74,0.328
75,0.194
76,0.365
77,0.332
78,0.358
79,0.263
80,0.275
81,0.3
82,0.37
83,0.281
84,0.255
85,0.325
86,0.321
87,0.237
88,0.285
89,0.326
90,0.276
91,0.296
92,0.343
93,0.223
94,0.291
95,0.242
96,0.262
97,0.275
98,0.287
99,0.218
100,0.308
101,0.285
102,0.258
103,0.303
104,0.209
105,0.3
106,0.225
107,0.25
108,0.291
109,0.221
110,0.271
111,0.293
112,0.283
113,0.25
114,0.32
115,0.264
116,0.188
117,0.31
118,0.172
119,0.233
120,0.278
121,0.251
122,0.315
123,0.353
124,0.302
125,0.319
126,0.224
127,0.264
128,0.25
129,0.26
130,0.204
131,0.244
132,0.227
133,0.238
134,0.235
135,0.262
136,0.14
137,0.266
138,0.278
139,0.302
140,0.204
141,0.235
142,0.231
143,0.245
144,0.276
145,0.29
146,0.261
147,0.293
148,0.307
149,0.275
150,0.26
151,0.243
152,0.258
153,0.235
154,0.247
155,0.25
156,0.284
157,0.3
158,0.178
159,0.242
160,0.218
161,0.223
162,0.257
163,0.302
164,0.186
165,0.23
166,0.335
167,0.214
168,0.264
169,0.268
170,0.191
171,0.262
172,0.192
173,0.232
174,0.242
175,0.229
176,0.259
177,0.235
178,0.294
179,0.247
180,0.256
181,0.24
182,0.275
183,0.159
184,0.175
185,0.195
186,0.207
187,0.271
188,0.265
189,0.236
190,0.258
191,0.261
192,0.266
193,0.23
194,0.193
195,0.275
196,0.235
197,0.297
198,0.299
199,0.291
200,0.266
201,0.227
202,0.215
203,0.177
204,0.247
205,0.306
206,0.193
207,0.211
208,0.182
209,0.204
210,0.23
211,0.22
212,0.198
213,0.235
214,0.204
215,0.273
216,0.191
217,0.257
218,0.258
219,0.275
220,0.155
221,0.274
222,0.152
223,0.207
224,0.209
225,0.263
226,0.165
227,0.199
228,0.219
229,0.245
230,0.234
231,0.276
232,0.185
233,0.201
234,0.222
235,0.223
236,0.246
237,0.199
238,0.195
239,0.169
240,0.246
241,0.301
242,0.231
243,0.211
244,0.247
245,0.176
246,0.254
247,0.263
248,0.159
249,0.165
250,0.207
251,0.216
252,0.237
253,0.173
254,0.209
255,0.192
256,0.181
257,0.18
258,0.214
259,0.237
260,0.227
261,0.205
262,0.245
263,0.154
264,0.177
265,0.225
266,0.14
267,0.154
268,0.217
269,0.153
270,0.201
271,0.192
272,0.227
273,0.251
274,0.196
275,0.207
276,0.19
277,0.178
278,0.259
279,0.181
280,0.238
281,0.218
282,0.217
283,0.234
284,0.205
285,0.149
286,0.265
287,0.197
288,0.249
289,0.212
290,0.17
291,0.19
292,0.227
293,0.204
294,0.227
295,0.2
296,0.21
297,0.231
298,0.208
299,0.137
300,0.215
301,0.17
302,0.247
303,0.169
304,0.221
305,0.155
306,0.217
307,0.208
308,0.188
309,0.244
310,0.157
