Node,SIR
0,0.613
1,0.616
2,0.613
3,0.612
4,0.615
5,0.61
6,0.614
7,0.614
8,0.612
9,0.613
10,0.615
11,0.615
12,0.614
13,0.614
14,0.607
15,0.615
16,0.615
17,0.613
18,0.614
19,0.609
20,0.554
21,0.615
22,0.613
23,0.612
24,0.614
25,0.615
26,0.613
27,0.559
28,0.615
29,0.596
30,0.598
31,0.614
32,0.616
33,0.605
34,0.615
35,0.614
36,0.613
37,0.613
38,0.576
39,0.614
40,0.596
41,0.611
42,0.615
43,0.601
44,0.59
45,0.522
46,0.603
47,0.614
48,0.609
49,0.588
50,0.613
51,0.59
52,0.59
53,0.587
54,0.587
55,0.612
56,0.454
57,0.558
58,0.616
59,0.616
60,0.613
61,0.614
62,0.595
63,0.609
64,0.614
65,0.611
66,0.572
67,0.615
68,0.523
69,0.612
70,0.588
71,0.607
72,0.564
73,0.59
74,0.572
75,0.589
76,0.52
77,0.613
78,0.615
79,0.599
80,0.596
81,0.613
82,0.588
83,0.602
84,0.614
85,0.613
86,0.528
87,0.557
88,0.591
89,0.607
90,0.547
91,0.578
92,0.558
93,0.558
94,0.527
95,0.608
96,0.616
97,0.6
98,0.469
99,0.577
100,0.614
101,0.511
102,0.546
103,0.601
104,0.562
105,0.573
106,0.571
107,0.462
108,0.591
109,0.419
110,0.603
111,0.573
112,0.485
113,0.595
114,0.59
115,0.541
116,0.608
117,0.43
118,0.57
119,0.609
120,0.59
121,0.583
122,0.595
123,0.584
124,0.528
125,0.497
126,0.467
127,0.533
128,0.615
129,0.59
130,0.602
131,0.472
132,0.583
133,0.566
134,0.602
135,0.584
136,0.546
137,0.564
138,0.588
139,0.511
140,0.512
141,0.473
142,0.607
143,0.557
144,0.559
145,0.529
146,0.501
147,0.598
148,0.587
149,0.509
150,0.48
151,0.522
152,0.573
153,0.498
154,0.595
155,0.522
156,0.461
157,0.471
158,0.56
159,0.558
160,0.576
