Node,SIR
0,0.503
1,0.304
2,0.507
3,0.508
4,0.506
5,0.505
6,0.507
7,0.507
8,0.51
9,0.428
10,0.503
11,0.507
12,0.461
13,0.486
14,0.429
15,0.51
16,0.507
17,0.493
18,0.504
19,0.402
20,0.506
21,0.504
22,0.436
23,0.505
24,0.505
25,0.505
26,0.501
27,0.507
28,0.304
29,0.502
30,0.456
31,0.383
32,0.374
33,0.5
34,0.466
35,0.502
36,0.367
37,0.506
38,0.437
39,0.438
40,0.504
41,0.491
42,0.49
43,0.411
44,0.409
45,0.491
46,0.494
47,0.484
48,0.502
49,0.4
50,0.48
51,0.369
52,0.452
53,0.299
54,0.45
55,0.419
56,0.399
57,0.421
58,0.495
59,0.497
60,0.431
61,0.285
62,0.436
63,0.437
64,0.506
65,0.486
66,0.456
67,0.352
68,0.459
69,0.416
70,0.358
71,0.305
72,0.435
73,0.5
74,0.485
75,0.499
76,0.349
77,0.43
78,0.411
79,0.497
80,0.357
81,0.47
82,0.375
83,0.43
84,0.496
85,0.452
86,0.28
87,0.487
88,0.371
89,0.348
90,0.442
91,0.492
92,0.264
93,0.504
94,0.501
95,0.493
96,0.369
97,0.443
98,0.495
99,0.474
100,0.35
101,0.372
102,0.45
103,0.42
104,0.481
105,0.313
106,0.288
107,0.314
108,0.414
109,0.468
110,0.416
111,0.49
112,0.356
113,0.446
114,0.4
115,0.501
116,0.492
117,0.434
118,0.394
119,0.374
120,0.47
121,0.475
122,0.457
123,0.348
124,0.458
125,0.467
126,0.469
127,0.472
128,0.417
129,0.395
130,0.313
131,0.438
132,0.413
133,0.426
134,0.342
135,0.287
136,0.396
137,0.274
138,0.317
139,0.475
140,0.395
141,0.455
142,0.457
143,0.502
144,0.472
145,0.422
146,0.34
147,0.242
148,0.44
149,0.494
150,0.486
151,0.319
152,0.396
153,0.269
154,0.421
155,0.488
156,0.323
157,0.423
158,0.412
159,0.365
160,0.41
161,0.37
162,0.292
163,0.345
164,0.33
165,0.308
166,0.465
167,0.376
168,0.275
169,0.387
170,0.334
171,0.426
172,0.385
173,0.456
174,0.403
175,0.4
176,0.299
177,0.373
178,0.351
179,0.325
180,0.393
181,0.428
182,0.289
183,0.299
184,0.412
185,0.414
186,0.304
187,0.288
188,0.393
189,0.445
190,0.417
191,0.29
192,0.319
193,0.316
194,0.426
195,0.376
196,0.463
197,0.385
198,0.283
199,0.327
200,0.423
201,0.381
202,0.352
203,0.279
204,0.308
205,0.409
206,0.33
207,0.268
208,0.335
209,0.392
210,0.415
211,0.364
212,0.329
213,0.278
214,0.461
215,0.405
216,0.44
217,0.336
218,0.411
219,0.422
220,0.456
221,0.299
222,0.323
223,0.451
224,0.435
225,0.434
226,0.308
227,0.368
228,0.434
229,0.267
230,0.234
231,0.389
232,0.291
233,0.451
234,0.383
235,0.341
236,0.451
237,0.429
238,0.436
239,0.384
240,0.351
241,0.332
242,0.451
243,0.501
244,0.305
245,0.236
246,0.361
247,0.347
248,0.369
249,0.404
250,0.355
251,0.336
252,0.384
253,0.399
254,0.363
255,0.402
256,0.359
257,0.357
258,0.27
259,0.417
260,0.372
261,0.29
262,0.436
263,0.325
264,0.362
265,0.35
266,0.283
267,0.413
268,0.304
269,0.473
270,0.324
271,0.33
272,0.299
273,0.428
274,0.329
275,0.309
276,0.366
277,0.413
278,0.375
279,0.445
280,0.356
281,0.3
282,0.314
283,0.342
284,0.355
285,0.451
286,0.275
287,0.411
288,0.412
289,0.298
290,0.319
291,0.407
292,0.331
293,0.264
294,0.186
295,0.282
296,0.399
297,0.442
298,0.279
299,0.39
300,0.393
301,0.359
302,0.286
303,0.308
304,0.298
305,0.329
306,0.328
307,0.33
308,0.396
309,0.283
310,0.32
311,0.429
312,0.365
313,0.259
314,0.351
315,0.395
316,0.379
317,0.328
318,0.289
319,0.421
