Node,SIR,Infected_sum,Normalized_SIR
0,0.010532,0,1.0
1,0.001294,0,0.08832527385769269
2,0.007871,0,0.7373926773907036
3,0.003894,0,0.34491266160071055
4,0.007657,0,0.7162735616303167
5,0.004292,0,0.3841902694167571
6,0.007045,0,0.6558768380538834
7,0.004924,0,0.4465607421296754
8,0.008145,0,0.7644330405605447
9,0.001888,0,0.14694562321128984
10,0.004115,0,0.36672258955886705
11,0.004944,0,0.44853449126616
12,0.002361,0,0.19362479028915422
13,0.003189,0,0.27533800453962304
14,0.002024,0,0.1603671173393862
15,0.003324,0,0.2886608112108951
16,0.00303,0,0.25964669890456926
17,0.00243,0,0.20043422481002662
18,0.005408,0,0.4943254712326063
19,0.001759,0,0.13421494128096317
20,0.003278,0,0.2841211881969802
21,0.003041,0,0.26073226092963586
22,0.002538,0,0.2110924701470443
23,0.003872,0,0.34274153755057735
24,0.00393,0,0.34846541004638315
25,0.002093,0,0.16717655186025854
26,0.003163,0,0.27277213066219286
27,0.003803,0,0.33593210302970494
28,0.001168,0,0.07589065429783874
29,0.003904,0,0.3458995361689529
30,0.002293,0,0.18691404322510607
31,0.001646,0,0.12306325865982433
32,0.001898,0,0.1479324977795322
33,0.002687,0,0.22579690121385573
34,0.001926,0,0.15069574657061088
35,0.002994,0,0.2560939504588967
36,0.001843,0,0.14250468765419916
37,0.003339,0,0.2901411230632587
38,0.002079,0,0.16579492746471924
39,0.001253,0,0.08427908812789894
40,0.002586,0,0.21582946807460773
41,0.002622,0,0.21938221652028028
42,0.00221,0,0.17872298430869438
43,0.001146,0,0.07371953024770553
44,0.001638,0,0.12227375900523042
45,0.002643,0,0.22145465311358925
46,0.002016,0,0.15957761768479226
47,0.001672,0,0.12562913253725452
48,0.0029,0,0.24681732951741833
49,0.001185,0,0.07756834106385078
50,0.002471,0,0.2044804105398204
51,0.002046,0,0.1625382413895194
52,0.001387,0,0.09750320734234678
53,0.00102,0,0.06128491068785158
54,0.001474,0,0.10608901608605546
55,0.001276,0,0.0865488996348564
56,0.002148,0,0.17260436198559165
57,0.001532,0,0.11181288858186124
58,0.00267,0,0.2241192144478437
59,0.002367,0,0.1942169150300997
60,0.002288,0,0.18642060594098492
61,0.000922,0,0.05161353991907629
62,0.00165,0,0.12345800848712128
63,0.001386,0,0.09740451988552255
64,0.003313,0,0.2875752491858285
65,0.002487,0,0.2060594098490082
66,0.001501,0,0.10875357742030987
67,0.001177,0,0.07677884140925689
68,0.001812,0,0.1394453764926478
69,0.001692,0,0.12760288167373926
70,0.00123,0,0.08200927662094147
71,0.001327,0,0.09158195993289253
72,0.001474,0,0.10608901608605546
73,0.002611,0,0.21829665449521365
74,0.001278,0,0.08674627454850489
75,0.001745,0,0.13283331688542385
76,0.001026,0,0.061877035428796995
77,0.002159,0,0.17368992401065825
78,0.001186,0,0.07766702852067502
79,0.001563,0,0.1148721997434126
80,0.001143,0,0.07342346787723279
81,0.002044,0,0.1623408664758709
82,0.001107,0,0.06987071943156024
83,0.001124,0,0.07154840619757229
