Node,SIR,Infected_sum
0,0.315,0
1,0.237,0
2,0.311,0
3,0.263,0
4,0.298,0
5,0.313,0
6,0.321,0
7,0.32,0
8,0.317,0
9,0.316,0
10,0.313,0
11,0.301,0
12,0.317,0
13,0.314,0
14,0.311,0
15,0.198,0
16,0.314,0
17,0.308,0
18,0.296,0
19,0.315,0
20,0.274,0
21,0.263,0
22,0.297,0
23,0.303,0
24,0.27,0
25,0.278,0
26,0.296,0
27,0.236,0
28,0.237,0
29,0.291,0
30,0.303,0
31,0.289,0
32,0.247,0
33,0.273,0
34,0.23,0
35,0.259,0
36,0.168,0
37,0.237,0
38,0.199,0
39,0.259,0
40,0.239,0
41,0.213,0
42,0.287,0
43,0.174,0
44,0.275,0
45,0.267,0
46,0.238,0
47,0.218,0
48,0.161,0
49,0.29,0
50,0.221,0
51,0.206,0
52,0.269,0
53,0.281,0
54,0.285,0
55,0.199,0
56,0.259,0
57,0.215,0
58,0.27,0
59,0.243,0
60,0.267,0
61,0.271,0
62,0.263,0
63,0.228,0
64,0.279,0
65,0.171,0
66,0.209,0
67,0.247,0
68,0.237,0
69,0.23,0
70,0.186,0
71,0.219,0
72,0.23,0
73,0.238,0
74,0.257,0
75,0.234,0
76,0.191,0
77,0.266,0
78,0.202,0
79,0.23,0
80,0.185,0
81,0.123,0
82,0.166,0
83,0.247,0
84,0.223,0
85,0.239,0
86,0.185,0
87,0.231,0
88,0.232,0
89,0.229,0
90,0.26,0
91,0.291,0
92,0.192,0
93,0.211,0
94,0.183,0
95,0.239,0
96,0.158,0
97,0.237,0
98,0.153,0
99,0.169,0
100,0.216,0
101,0.266,0
102,0.188,0
103,0.199,0
104,0.178,0
105,0.219,0
106,0.165,0
107,0.201,0
108,0.178,0
109,0.185,0
110,0.157,0
111,0.173,0
112,0.213,0
113,0.172,0
114,0.214,0
115,0.16,0
116,0.153,0
117,0.189,0
118,0.158,0
119,0.208,0
120,0.172,0
121,0.217,0
122,0.211,0
123,0.254,0
124,0.127,0
125,0.171,0
126,0.216,0
127,0.161,0
128,0.113,0
129,0.199,0
130,0.21,0
131,0.138,0
132,0.194,0
133,0.169,0
134,0.198,0
135,0.224,0
136,0.197,0
137,0.249,0
138,0.167,0
139,0.148,0
140,0.195,0
141,0.143,0
142,0.215,0
143,0.168,0
144,0.201,0
145,0.159,0
146,0.192,0
147,0.211,0
148,0.186,0
149,0.212,0
150,0.207,0
151,0.168,0
152,0.191,0
153,0.136,0
154,0.161,0
155,0.227,0
156,0.178,0
157,0.174,0
158,0.165,0
159,0.239,0
160,0.154,0
161,0.165,0
162,0.187,0
163,0.213,0
164,0.167,0
165,0.176,0
166,0.143,0
167,0.166,0
168,0.206,0
169,0.136,0
170,0.22,0
171,0.149,0
172,0.142,0
173,0.218,0
174,0.145,0
175,0.139,0
176,0.175,0
177,0.149,0
178,0.181,0
179,0.161,0
180,0.187,0
181,0.164,0
182,0.129,0
183,0.16,0
184,0.158,0
185,0.164,0
186,0.136,0
187,0.214,0
188,0.119,0
189,0.208,0
190,0.238,0
191,0.172,0
192,0.209,0
193,0.121,0
194,0.18,0
195,0.238,0
196,0.132,0
197,0.181,0
198,0.148,0
199,0.146,0
200,0.144,0
201,0.187,0
202,0.121,0
203,0.159,0
204,0.128,0
205,0.149,0
206,0.144,0
207,0.146,0
208,0.159,0
209,0.169,0
210,0.117,0
211,0.188,0
212,0.165,0
213,0.152,0
214,0.17,0
215,0.109,0
216,0.199,0
217,0.149,0
218,0.189,0
219,0.157,0
220,0.19,0
221,0.24,0
222,0.127,0
223,0.138,0
224,0.142,0
225,0.167,0
226,0.161,0
227,0.119,0
228,0.152,0
229,0.185,0
230,0.187,0
231,0.152,0
232,0.2,0
233,0.184,0
234,0.125,0
235,0.173,0
236,0.174,0
237,0.143,0
238,0.164,0
239,0.144,0
240,0.21,0
241,0.181,0
242,0.133,0
243,0.12,0
244,0.155,0
245,0.175,0
246,0.161,0
247,0.166,0
248,0.146,0
249,0.187,0
250,0.143,0
251,0.169,0
252,0.126,0
253,0.13,0
254,0.116,0
255,0.205,0
256,0.168,0
257,0.189,0
258,0.124,0
259,0.142,0
260,0.119,0
261,0.17,0
262,0.161,0
263,0.097,0
264,0.129,0
265,0.149,0
266,0.178,0
267,0.161,0
268,0.156,0
269,0.125,0
270,0.153,0
271,0.099,0
272,0.143,0
273,0.121,0
274,0.197,0
275,0.16,0
276,0.2,0
277,0.158,0
278,0.179,0
279,0.182,0
280,0.096,0
281,0.079,0
282,0.14,0
283,0.111,0
284,0.146,0
285,0.145,0
286,0.149,0
287,0.096,0
288,0.19,0
289,0.119,0
290,0.198,0
291,0.132,0
292,0.112,0
293,0.17,0
294,0.157,0
295,0.106,0
296,0.142,0
297,0.111,0
298,0.135,0
299,0.183,0
300,0.156,0
301,0.152,0
302,0.158,0
303,0.125,0
304,0.137,0
305,0.145,0
306,0.123,0
307,0.139,0
308,0.144,0
309,0.133,0
310,0.127,0
311,0.107,0
312,0.087,0
313,0.155,0
314,0.145,0
315,0.152,0
316,0.134,0
317,0.122,0
318,0.098,0
319,0.107,0
320,0.182,0
321,0.131,0
322,0.039,0
323,0.129,0
324,0.135,0
325,0.133,0
326,0.112,0
327,0.156,0
328,0.102,0
329,0.123,0
330,0.099,0
331,0.088,0
332,0.149,0
333,0.091,0
334,0.11,0
335,0.158,0
336,0.18,0
337,0.115,0
338,0.122,0
339,0.128,0
340,0.121,0
341,0.136,0
342,0.173,0
343,0.135,0
344,0.135,0
345,0.143,0
346,0.1,0
347,0.151,0
348,0.105,0
349,0.127,0
350,0.118,0
351,0.103,0
352,0.121,0
353,0.112,0
354,0.122,0
355,0.16,0
356,0.142,0
357,0.113,0
358,0.144,0
359,0.136,0
360,0.109,0
361,0.122,0
362,0.131,0
363,0.152,0
364,0.149,0
365,0.116,0
366,0.133,0
367,0.134,0
368,0.178,0
369,0.13,0
370,0.108,0
371,0.15,0
372,0.079,0
373,0.173,0
374,0.142,0
375,0.116,0
376,0.152,0
377,0.18,0
378,0.146,0
379,0.091,0
380,0.108,0
381,0.143,0
382,0.134,0
383,0.128,0
384,0.141,0
385,0.114,0
386,0.141,0
387,0.046,0
388,0.128,0
389,0.102,0
390,0.136,0
391,0.123,0
392,0.118,0
393,0.157,0
394,0.113,0
395,0.126,0
396,0.174,0
397,0.135,0
398,0.133,0
399,0.129,0
400,0.163,0
401,0.165,0
402,0.177,0
403,0.143,0
404,0.14,0
405,0.137,0
406,0.171,0
407,0.108,0
408,0.084,0
409,0.068,0
410,0.117,0
411,0.1,0
412,0.13,0
413,0.108,0
414,0.136,0
415,0.125,0
416,0.148,0
417,0.07,0
418,0.129,0
419,0.097,0
420,0.151,0
421,0.128,0
422,0.134,0
423,0.161,0
424,0.112,0
425,0.18,0
426,0.126,0
427,0.164,0
428,0.156,0
429,0.1,0
430,0.127,0
431,0.104,0
432,0.106,0
433,0.174,0
434,0.131,0
435,0.152,0
436,0.161,0
437,0.143,0
438,0.148,0
439,0.138,0
440,0.132,0
441,0.157,0
442,0.132,0
443,0.125,0
444,0.082,0
445,0.148,0
446,0.169,0
447,0.092,0
448,0.109,0
449,0.137,0
450,0.096,0
451,0.066,0
452,0.119,0
453,0.158,0
454,0.118,0
455,0.094,0
456,0.14,0
457,0.124,0
458,0.095,0
459,0.148,0
460,0.187,0
461,0.107,0
462,0.098,0
463,0.133,0
464,0.127,0
465,0.092,0
466,0.146,0
467,0.083,0
468,0.085,0
469,0.121,0
470,0.137,0
471,0.087,0
472,0.125,0
473,0.114,0
474,0.08,0
475,0.137,0
476,0.108,0
477,0.126,0
478,0.113,0
