Node,SIR,Infected_sum
0,0.013725,0
0,0.013518,0
1,0.004417,0
2,0.009958,0
3,0.003543,0
4,0.006591,0
5,0.003901,0
6,0.002819,0
7,0.006533,0
8,0.006582,0
9,0.002296,0
10,0.004062,0
11,0.006366,0
12,0.007156,0
13,0.002496,0
14,0.001426,0
15,0.001231,0
16,0.001586,0
17,0.002717,0
18,0.002687,0
19,0.002283,0
20,0.002577,0
21,0.003628,0
22,0.00135,0
23,0.003144,0
24,0.005511,0
25,0.003426,0
26,0.004606,0
27,0.003071,0
28,0.002148,0
29,0.003475,0
30,0.003329,0
31,0.001737,0
32,0.002044,0
33,0.002171,0
34,0.001666,0
35,0.001251,0
36,0.001534,0
37,0.004287,0
38,0.003323,0
39,0.001509,0
40,0.003969,0
41,0.002936,0
42,0.001707,0
43,0.001706,0
44,0.001131,0
45,0.002256,0
46,0.002766,0
47,0.001867,0
48,0.001661,0
49,0.001373,0
50,0.00206,0
51,0.001535,0
52,0.001267,0
53,0.002518,0
54,0.001723,0
55,0.001321,0
56,0.000822,0
57,0.004134,0
58,0.000539,0
59,0.000744,0
60,0.000773,0
61,0.001174,0
62,0.002161,0
63,0.00136,0
64,0.00148,0
65,0.002617,0
66,0.000966,0
67,0.002608,0
68,0.001459,0
69,0.000848,0
70,0.002714,0
71,0.001035,0
72,0.002756,0
73,0.000889,0
74,0.00136,0
75,0.001728,0
76,0.001585,0
77,0.002156,0
78,0.00294,0
79,0.001721,0
80,0.001956,0
81,0.001413,0
82,0.002765,0
83,0.003245,0
84,0.002973,0
85,0.00153,0
86,0.001135,0
87,0.001593,0
88,0.00196,0
89,0.001495,0
90,0.001073,0
91,0.00329,0
92,0.002204,0
93,0.001903,0
94,0.001201,0
95,0.001345,0
96,0.001904,0
97,0.002042,0
98,0.000921,0
99,0.001822,0
100,0.000896,0
101,0.000749,0
102,0.000726,0
103,0.000944,0
104,0.000517,0
105,0.000543,0
106,0.001223,0
107,0.000532,0
108,0.001416,0
109,0.002557,0
110,0.001925,0
111,0.001783,0
112,0.001234,0
113,0.001885,0
114,0.000896,0
115,0.001108,0
116,0.003436,0
117,0.001295,0
118,0.001342,0
119,0.00199,0
120,0.001203,0
121,0.00274,0
122,0.001381,0
123,0.000628,0
124,0.000433,0
125,0.00206,0
126,0.000956,0
127,0.00121,0
128,0.001912,0
129,0.003917,0
130,0.001881,0
131,0.002587,0
132,0.001468,0
133,0.001841,0
134,0.002386,0
135,0.002754,0
136,0.001784,0
137,0.00064,0
138,0.002504,0
139,0.002352,0
140,0.000781,0
141,0.000452,0
142,0.003628,0
143,0.000819,0
144,0.000926,0
145,0.001399,0
146,0.002125,0
147,0.00071,0
148,0.000698,0
149,0.002459,0
150,0.003237,0
151,0.000752,0
152,0.00182,0
153,0.000962,0
154,0.000737,0
155,0.001959,0
156,0.001276,0
157,0.000919,0
158,0.002593,0
159,0.001705,0
160,0.001142,0
161,0.001,0
162,0.000379,0
163,0.001014,0
164,0.001505,0
165,0.001008,0
166,0.001599,0
167,0.000559,0
168,0.001368,0
169,0.000796,0
170,0.000641,0
171,0.000827,0
172,0.000686,0
173,0.000726,0
174,0.000493,0
175,0.002,0
176,0.001821,0
177,0.000978,0
178,0.001189,0
179,0.001226,0
180,0.002402,0
181,0.001452,0
182,0.001297,0
183,0.001296,0
184,0.000779,0
185,0.000828,0
186,0.000874,0
187,0.000839,0
188,0.001236,0
189,0.001043,0
190,0.000728,0
191,0.001063,0
192,0.001804,0
193,0.003413,0
194,0.000817,0
195,0.002886,0
196,0.001061,0
197,0.000915,0
198,0.000597,0
199,0.00055,0
200,0.001854,0
201,0.001227,0
202,0.002756,0
203,0.001198,0
204,0.000753,0
205,0.000827,0
206,0.001017,0
207,0.001058,0
208,0.000467,0
209,0.000914,0
210,0.000893,0
211,0.000764,0
212,0.00156,0
213,0.003165,0
214,0.000797,0
215,0.000745,0
216,0.001741,0
217,0.000563,0
218,0.001107,0
219,0.001994,0
220,0.000491,0
221,0.000763,0
222,0.00108,0
223,0.00133,0
224,0.000369,0
225,0.000522,0
226,0.000517,0
227,0.001293,0
228,0.001368,0
229,0.0006,0
230,0.002309,0
231,0.000626,0
232,0.001561,0
233,0.001923,0
234,0.000989,0
235,0.000505,0
236,0.000662,0
237,0.000854,0
238,0.001571,0
239,0.000844,0
240,0.001013,0
241,0.003028,0
242,0.000602,0
243,0.000606,0
244,0.00337,0
245,0.001127,0
246,0.003512,0
247,0.000585,0
248,0.000615,0
249,0.000888,0
250,0.001135,0
251,0.000854,0
252,0.000536,0
253,0.000838,0
254,0.000968,0
255,0.000702,0
256,0.00238,0
257,0.002283,0
258,0.000512,0
259,0.001582,0
260,0.000788,0
261,0.001627,0
262,0.000572,0
263,0.001143,0
264,0.001058,0
265,0.001349,0
266,0.000559,0
267,0.000482,0
268,0.000543,0
269,0.000592,0
270,0.000792,0
271,0.000973,0
272,0.000488,0
273,0.000415,0
274,0.000478,0
275,0.001269,0
276,0.000886,0
277,0.000839,0
278,0.000814,0
279,0.000577,0
280,0.000596,0
281,0.000552,0
282,0.00116,0
283,0.001055,0
284,0.001068,0
285,0.002007,0
286,0.000999,0
287,0.000463,0
288,0.000987,0
289,0.000656,0
290,0.000443,0
291,0.000929,0
292,0.000816,0
293,0.000884,0
294,0.00129,0
295,0.00321,0
296,0.000515,0
297,0.000678,0
298,0.001938,0
299,0.001044,0
300,0.000539,0
301,0.000365,0
302,0.000635,0
303,0.000464,0
304,0.000963,0
305,0.00078,0
306,0.000553,0
307,0.001872,0
308,0.000708,0
309,0.000613,0
310,0.001194,0
311,0.000371,0
312,0.00084,0
313,0.00118,0
314,0.000738,0
315,0.003213,0
316,0.000562,0
317,0.000618,0
318,0.000945,0
319,0.000551,0
320,0.000584,0
321,0.000494,0
322,0.000547,0
323,0.001427,0
324,0.000702,0
325,0.000708,0
326,0.000519,0
327,0.000573,0
328,0.000407,0
329,0.00069,0
330,0.000684,0
331,0.003215,0
332,0.001111,0
333,0.001537,0
334,0.001501,0
335,0.000474,0
336,0.000726,0
337,0.001011,0
338,0.000641,0
339,0.000896,0
340,0.000458,0
341,0.000485,0
342,0.00088,0
343,0.002441,0
344,0.001211,0
345,0.000691,0
346,0.000542,0
347,0.000654,0
348,0.000341,0
349,0.001444,0
350,0.001857,0
351,0.000571,0
352,0.000606,0
353,0.000383,0
354,0.003084,0
355,0.000932,0
356,0.003305,0
357,0.000608,0
358,0.000474,0
359,0.000531,0
360,0.000571,0
361,0.000574,0
362,0.000501,0
363,0.00043,0
364,0.001214,0
365,0.000567,0
366,0.002021,0
367,0.002328,0
368,0.000812,0
369,0.000483,0
370,0.000372,0
371,0.000385,0
372,0.000974,0
373,0.000607,0
374,0.001149,0
375,0.000435,0
376,0.000929,0
377,0.003015,0
378,0.001839,0
379,0.000721,0
380,0.000781,0
381,0.000833,0
382,0.000877,0
383,0.001313,0
384,0.000983,0
385,0.000554,0
386,0.000519,0
387,0.000843,0
388,0.00239,0
389,0.000677,0
390,0.000588,0
391,0.000848,0
392,0.001063,0
393,0.00066,0
394,0.00066,0
395,0.000647,0
396,0.000624,0
397,0.002544,0
398,0.000739,0
399,0.000914,0
400,0.000788,0
401,0.001409,0
402,0.001435,0
403,0.000473,0
404,0.001067,0
405,0.000772,0
406,0.000701,0
407,0.00074,0
408,0.0007,0
409,0.002017,0
410,0.00309,0
411,0.001179,0
412,0.001698,0
413,0.003107,0
414,0.000695,0
415,0.000446,0
416,0.000734,0
417,0.001819,0
418,0.00111,0
419,0.000727,0
420,0.001595,0
421,0.001144,0
422,0.001649,0
423,0.001049,0
424,0.001119,0
425,0.001697,0
426,0.00108,0
427,0.0005,0
428,0.002534,0
429,0.000641,0
430,0.000408,0
431,0.001408,0
432,0.001926,0
433,0.001584,0
434,0.00077,0
435,0.001246,0
436,0.001186,0
437,0.002953,0
438,0.000664,0
439,0.000507,0
440,0.000443,0
441,0.000795,0
442,0.001063,0
443,0.002044,0
444,0.000584,0
445,0.001298,0
446,0.000782,0
447,0.000458,0
448,0.000475,0
449,0.000679,0
450,0.000546,0
451,0.000823,0
452,0.001024,0
453,0.000335,0
454,0.000451,0
455,0.000736,0
456,0.000918,0
457,0.001149,0
458,0.000449,0
459,0.000492,0
460,0.001713,0
461,0.000962,0
462,0.000532,0
463,0.000677,0
464,0.000652,0
465,0.000868,0
466,0.000527,0
467,0.000682,0
468,0.000747,0
469,0.000687,0
470,0.001982,0
471,0.000473,0
472,0.000992,0
473,0.000903,0
474,0.000843,0
475,0.002204,0
476,0.000961,0
477,0.000936,0
478,0.000593,0
479,0.000521,0
480,0.001906,0
481,0.001203,0
482,0.000427,0
483,0.001197,0
484,0.001713,0
485,0.000535,0
486,0.000783,0
487,0.000638,0
488,0.000622,0
489,0.00106,0
490,0.000621,0
491,0.000521,0
492,0.000443,0
493,0.001021,0
494,0.002848,0
495,0.001538,0
496,0.000696,0
497,0.001604,0
498,0.000899,0
499,0.001688,0
500,0.002347,0
501,0.000775,0
502,0.002569,0
503,0.000387,0
504,0.000379,0
505,0.000425,0
506,0.000509,0
507,0.000735,0
508,0.000466,0
509,0.001205,0
510,0.000784,0
511,0.000834,0
512,0.00087,0
513,0.000992,0
514,0.00068,0
515,0.00056,0
516,0.001136,0
517,0.000978,0
518,0.00092,0
519,0.000805,0
520,0.000722,0
521,0.001162,0
522,0.000495,0
523,0.000482,0
524,0.000551,0
525,0.001643,0
526,0.001055,0
527,0.000745,0
528,0.000792,0
529,0.000991,0
530,0.000503,0
531,0.000583,0
532,0.000524,0
533,0.000434,0
534,0.001644,0
535,0.000756,0
536,0.002415,0
537,0.000907,0
538,0.000909,0
539,0.003496,0
540,0.000673,0
541,0.000389,0
542,0.00172,0
543,0.000479,0
544,0.000503,0
545,0.000834,0
546,0.002934,0
547,0.001311,0
548,0.000375,0
549,0.000647,0
550,0.000926,0
551,0.001032,0
552,0.001501,0
553,0.001651,0
554,0.00186,0
555,0.000745,0
556,0.000392,0
557,0.000571,0
558,0.000552,0
559,0.000708,0
560,0.000772,0
561,0.000897,0
562,0.000414,0
563,0.000515,0
564,0.000634,0
565,0.000549,0
566,0.002418,0
567,0.000477,0
568,0.000472,0
569,0.000485,0
570,0.000861,0
571,0.000449,0
572,0.001673,0
573,0.000411,0
574,0.000686,0
575,0.000755,0
576,0.000562,0
577,0.000508,0
578,0.001953,0
579,0.000776,0
580,0.001631,0
581,0.000472,0
582,0.000649,0
583,0.000505,0
584,0.000793,0
585,0.001788,0
586,0.000693,0
587,0.000407,0
588,0.000785,0
589,0.000543,0
590,0.000691,0
591,0.00071,0
592,0.000655,0
593,0.00057,0
594,0.000806,0
595,0.000933,0
596,0.00069,0
597,0.000546,0
598,0.000858,0
599,0.000577,0
600,0.001832,0
601,0.001136,0
602,0.000945,0
603,0.000487,0
604,0.000532,0
605,0.000499,0
606,0.000894,0
607,0.000536,0
608,0.002299,0
609,0.000782,0
610,0.00084,0
611,0.001537,0
612,0.001088,0
613,0.000951,0
614,0.001253,0
615,0.000522,0
616,0.002239,0
617,0.000493,0
618,0.000575,0
619,0.00194,0
620,0.000831,0
621,0.000781,0
622,0.000549,0
623,0.000646,0
624,0.000634,0
625,0.000784,0
626,0.000623,0
627,0.000754,0
628,0.000998,0
629,0.000531,0
630,0.000465,0
631,0.001173,0
632,0.002315,0
633,0.000526,0
634,0.000867,0
635,0.000495,0
636,0.002611,0
637,0.000408,0
638,0.000474,0
639,0.000867,0
640,0.000615,0
641,0.000412,0
642,0.000495,0
643,0.000637,0
644,0.000845,0
645,0.000651,0
646,0.000532,0
647,0.000439,0
648,0.000497,0
649,0.000331,0
650,0.000894,0
651,0.001094,0
652,0.001469,0
653,0.000484,0
654,0.00187,0
655,0.000959,0
656,0.000538,0
657,0.002321,0
658,0.001352,0
659,0.000815,0
660,0.000597,0
661,0.000702,0
662,0.00077,0
663,0.001597,0
664,0.003527,0
665,0.001313,0
666,0.003298,0
667,0.002362,0
668,0.000326,0
669,0.000902,0
670,0.000474,0
671,0.000453,0
672,0.000855,0
673,0.000607,0
674,0.001624,0
675,0.000737,0
676,0.000377,0
677,0.000922,0
678,0.000364,0
679,0.001216,0
680,0.000803,0
681,0.001052,0
682,0.000589,0
683,0.000991,0
684,0.000433,0
685,0.001313,0
686,0.000453,0
687,0.001691,0
688,0.000368,0
689,0.000624,0
690,0.000607,0
691,0.000886,0
692,0.000915,0
693,0.000717,0
694,0.000513,0
695,0.000542,0
696,0.003295,0
697,0.000804,0
698,0.000904,0
699,0.000717,0
700,0.000496,0
701,0.000337,0
702,0.000595,0
703,0.000829,0
704,0.000769,0
705,0.000643,0
706,0.000437,0
707,0.00037,0
708,0.000888,0
709,0.000529,0
710,0.000661,0
711,0.000922,0
712,0.000525,0
713,0.000624,0
714,0.000656,0
715,0.002285,0
716,0.000615,0
717,0.000848,0
718,0.00044,0
719,0.000848,0
720,0.000593,0
721,0.000672,0
722,0.000733,0
723,0.000536,0
724,0.000719,0
725,0.000399,0
726,0.00045,0
727,0.000673,0
728,0.00047,0
729,0.000654,0
730,0.002169,0
731,0.000618,0
732,0.000528,0
733,0.000901,0
734,0.000935,0
735,0.000854,0
736,0.000491,0
737,0.000816,0
738,0.000726,0
739,0.000622,0
740,0.00054,0
741,0.001044,0
742,0.001625,0
743,0.000359,0
744,0.000692,0
745,0.001796,0
746,0.002191,0
747,0.001277,0
748,0.000477,0
749,0.0007,0
750,0.000604,0
751,0.001142,0
752,0.000781,0
753,0.000604,0
754,0.00055,0
755,0.000524,0
756,0.000836,0
757,0.000467,0
758,0.000583,0
759,0.000548,0
760,0.003123,0
761,0.000581,0
762,0.000875,0
763,0.001701,0
764,0.00049,0
765,0.000767,0
766,0.001815,0
767,0.000338,0
768,0.000681,0
769,0.000442,0
770,0.000478,0
771,0.000389,0
772,0.000358,0
773,0.000578,0
774,0.000541,0
775,0.000413,0
776,0.000481,0
777,0.000434,0
778,0.000358,0
779,0.000313,0
780,0.001218,0
781,0.000813,0
782,0.002398,0
783,0.00103,0
784,0.000886,0
785,0.000408,0
786,0.000904,0
787,0.0004,0
788,0.000499,0
789,0.00045,0
790,0.001426,0
791,0.000435,0
792,0.000382,0
793,0.000541,0
794,0.001079,0
795,0.000515,0
796,0.001399,0
797,0.000405,0
798,0.000705,0
799,0.000396,0
800,0.000473,0
801,0.000552,0
802,0.000736,0
803,0.000405,0
804,0.000777,0
805,0.000395,0
806,0.001776,0
807,0.002065,0
808,0.000488,0
809,0.000384,0
810,0.000939,0
811,0.000495,0
812,0.000644,0
813,0.000932,0
814,0.001141,0
815,0.000509,0
816,0.000829,0
817,0.000506,0
818,0.003171,0
819,0.001811,0
820,0.000554,0
821,0.000723,0
822,0.002991,0
823,0.000526,0
824,0.000544,0
825,0.000446,0
826,0.000832,0
827,0.000685,0
828,0.000682,0
829,0.00057,0
830,0.000937,0
831,0.000733,0
832,0.001713,0
833,0.000427,0
834,0.000412,0
835,0.001621,0
836,0.000593,0
837,0.001716,0
838,0.000452,0
839,0.00083,0
840,0.001697,0
841,0.0005,0
842,0.000491,0
843,0.001054,0
844,0.001614,0
845,0.000838,0
846,0.00051,0
847,0.000523,0
848,0.000382,0
849,0.000398,0
850,0.000604,0
851,0.000528,0
