Node,SIR
0,0.762
1,0.694
2,0.759
3,0.759
4,0.763
5,0.762
6,0.763
7,0.759
8,0.762
9,0.761
10,0.763
11,0.76
12,0.759
13,0.76
14,0.766
15,0.761
16,0.744
17,0.764
18,0.759
19,0.762
20,0.764
21,0.761
22,0.695
23,0.76
24,0.76
25,0.763
26,0.744
27,0.685
28,0.754
29,0.764
30,0.742
31,0.763
32,0.724
33,0.741
34,0.746
35,0.763
36,0.764
37,0.764
38,0.754
39,0.755
40,0.759
41,0.76
42,0.753
43,0.761
44,0.763
45,0.761
46,0.744
47,0.751
48,0.75
49,0.755
50,0.743
51,0.747
52,0.763
53,0.764
54,0.748
55,0.763
56,0.76
57,0.76
58,0.748
59,0.763
60,0.745
61,0.762
62,0.67
63,0.76
64,0.752
65,0.762
66,0.716
67,0.76
68,0.751
69,0.755
70,0.739
71,0.702
72,0.74
73,0.739
74,0.562
75,0.761
76,0.708
77,0.762
78,0.68
79,0.749
80,0.763
81,0.721
82,0.762
83,0.702
84,0.733
85,0.608
86,0.711
87,0.751
88,0.673
89,0.656
90,0.73
91,0.739
92,0.723
93,0.761
94,0.699
95,0.716
96,0.57
97,0.763
98,0.573
99,0.752
100,0.746
101,0.74
102,0.731
103,0.741
104,0.755
105,0.716
106,0.681
107,0.741
108,0.731
109,0.724
110,0.685
111,0.729
112,0.718
113,0.753
114,0.717
115,0.633
116,0.727
117,0.563
118,0.688
119,0.644
120,0.738
121,0.736
122,0.626
123,0.747
124,0.707
125,0.706
126,0.738
127,0.674
128,0.608
129,0.737
130,0.639
131,0.635
132,0.717
133,0.611
134,0.728
135,0.685
136,0.765
137,0.725
138,0.747
139,0.716
140,0.742
141,0.737
142,0.672
143,0.717
144,0.671
145,0.707
146,0.623
147,0.697
148,0.618
149,0.601
150,0.679
151,0.738
152,0.664
153,0.736
154,0.716
155,0.693
156,0.625
157,0.685
158,0.699
159,0.551
160,0.717
161,0.723
162,0.737
163,0.694
164,0.658
165,0.738
166,0.726
167,0.608
168,0.724
169,0.65
170,0.566
171,0.707
172,0.712
173,0.605
174,0.701
