Node,SIR
0,0.71
1,0.621
2,0.713
3,0.712
4,0.712
5,0.712
6,0.711
7,0.711
8,0.713
9,0.713
10,0.711
11,0.715
12,0.715
13,0.714
14,0.715
15,0.71
16,0.695
17,0.712
18,0.711
19,0.709
20,0.712
21,0.693
22,0.67
23,0.708
24,0.689
25,0.711
26,0.661
27,0.62
28,0.698
29,0.712
30,0.655
31,0.71
32,0.699
33,0.675
34,0.699
35,0.705
36,0.684
37,0.671
38,0.702
39,0.691
40,0.692
41,0.715
42,0.711
43,0.704
44,0.714
45,0.696
46,0.699
47,0.711
48,0.694
49,0.709
50,0.686
51,0.709
52,0.705
53,0.712
54,0.666
55,0.713
56,0.67
57,0.698
58,0.693
59,0.7
60,0.689
61,0.714
62,0.589
63,0.713
64,0.685
65,0.688
66,0.666
67,0.713
68,0.705
69,0.7
70,0.685
71,0.664
72,0.697
73,0.696
74,0.519
75,0.687
76,0.649
77,0.713
78,0.658
79,0.687
80,0.695
81,0.634
82,0.707
83,0.65
84,0.688
85,0.583
86,0.6
87,0.69
88,0.615
89,0.592
90,0.655
91,0.637
92,0.666
93,0.702
94,0.627
95,0.692
96,0.567
97,0.706
98,0.512
99,0.691
100,0.634
101,0.686
102,0.638
103,0.663
104,0.642
105,0.642
106,0.6
107,0.647
108,0.687
109,0.656
110,0.668
111,0.642
112,0.613
113,0.624
114,0.671
115,0.576
116,0.654
117,0.431
118,0.626
119,0.535
120,0.67
121,0.65
122,0.528
123,0.674
124,0.655
125,0.608
126,0.663
127,0.598
128,0.595
129,0.647
130,0.606
131,0.581
132,0.647
133,0.55
134,0.686
135,0.628
136,0.702
137,0.651
138,0.661
139,0.606
140,0.69
141,0.643
142,0.57
143,0.641
144,0.591
145,0.636
146,0.558
147,0.612
148,0.556
149,0.503
150,0.585
151,0.606
152,0.579
153,0.671
154,0.65
155,0.599
156,0.588
157,0.599
158,0.633
159,0.543
160,0.649
161,0.628
162,0.693
163,0.647
164,0.524
165,0.678
166,0.663
167,0.503
168,0.687
169,0.592
170,0.486
171,0.648
172,0.671
173,0.551
174,0.605
