Node,SIR
0,0.653
1,0.583
2,0.649
3,0.655
4,0.649
5,0.655
6,0.654
7,0.656
8,0.649
9,0.651
10,0.658
11,0.657
12,0.656
13,0.65
14,0.654
15,0.653
16,0.645
17,0.654
18,0.642
19,0.635
20,0.647
21,0.639
22,0.568
23,0.653
24,0.629
25,0.647
26,0.621
27,0.534
28,0.622
29,0.649
30,0.603
31,0.647
32,0.587
33,0.61
34,0.607
35,0.65
36,0.637
37,0.61
38,0.644
39,0.594
40,0.619
41,0.647
42,0.634
43,0.645
44,0.641
45,0.646
46,0.595
47,0.627
48,0.582
49,0.627
50,0.571
51,0.647
52,0.645
53,0.636
54,0.602
55,0.645
56,0.646
57,0.616
58,0.64
59,0.621
60,0.615
61,0.64
62,0.517
63,0.65
64,0.604
65,0.631
66,0.557
67,0.654
68,0.639
69,0.614
70,0.604
71,0.542
72,0.626
73,0.607
74,0.446
75,0.615
76,0.573
77,0.643
78,0.573
79,0.648
80,0.613
81,0.552
82,0.614
83,0.541
84,0.589
85,0.477
86,0.51
87,0.625
88,0.56
89,0.529
90,0.609
91,0.598
92,0.605
93,0.623
94,0.567
95,0.587
96,0.473
97,0.648
98,0.426
99,0.583
100,0.606
101,0.608
102,0.571
103,0.567
104,0.544
105,0.568
106,0.536
107,0.573
108,0.575
109,0.595
110,0.55
111,0.568
112,0.548
113,0.591
114,0.589
115,0.463
116,0.508
117,0.365
118,0.525
119,0.493
120,0.596
121,0.566
122,0.486
123,0.555
124,0.552
125,0.535
126,0.543
127,0.538
128,0.483
129,0.537
130,0.485
131,0.478
132,0.581
133,0.443
134,0.563
135,0.546
136,0.63
137,0.569
138,0.589
139,0.562
140,0.615
141,0.63
142,0.481
143,0.548
144,0.536
145,0.57
146,0.501
147,0.549
148,0.48
149,0.38
150,0.528
151,0.544
152,0.499
153,0.62
154,0.567
155,0.521
156,0.482
157,0.521
158,0.516
159,0.46
160,0.614
161,0.503
162,0.609
163,0.576
164,0.46
165,0.596
166,0.622
167,0.45
168,0.601
169,0.493
170,0.403
171,0.579
172,0.563
173,0.517
174,0.538
