Node,SIR
0,0.505
1,0.506
2,0.503
3,0.504
4,0.506
5,0.506
6,0.501
7,0.505
8,0.496
9,0.499
10,0.504
11,0.504
12,0.504
13,0.508
14,0.503
15,0.506
16,0.505
17,0.501
18,0.506
19,0.435
20,0.505
21,0.504
22,0.505
23,0.506
24,0.505
25,0.358
26,0.469
27,0.504
28,0.467
29,0.489
30,0.505
31,0.505
32,0.508
33,0.504
34,0.482
35,0.48
36,0.489
37,0.44
38,0.504
39,0.318
40,0.435
41,0.367
42,0.441
43,0.506
44,0.478
45,0.486
46,0.5
47,0.487
48,0.299
49,0.502
50,0.496
51,0.449
52,0.428
53,0.358
54,0.424
55,0.414
56,0.5
57,0.449
58,0.454
59,0.48
60,0.459
61,0.358
62,0.424
63,0.495
64,0.505
65,0.426
66,0.505
67,0.389
68,0.479
69,0.459
70,0.473
71,0.379
72,0.499
73,0.455
74,0.421
75,0.482
76,0.48
77,0.483
78,0.395
79,0.465
80,0.487
81,0.465
82,0.365
83,0.346
84,0.398
85,0.48
86,0.418
87,0.348
88,0.503
89,0.501
90,0.505
91,0.252
92,0.505
93,0.446
94,0.355
95,0.483
96,0.464
97,0.367
98,0.431
99,0.318
100,0.454
101,0.393
102,0.451
103,0.475
104,0.33
105,0.437
106,0.459
107,0.328
108,0.484
109,0.465
110,0.328
111,0.489
112,0.29
113,0.389
114,0.378
115,0.49
116,0.328
117,0.462
118,0.466
119,0.494
120,0.459
121,0.435
122,0.43
123,0.468
124,0.44
125,0.389
126,0.503
127,0.435
128,0.476
129,0.505
130,0.426
131,0.429
132,0.444
133,0.339
134,0.384
135,0.446
136,0.425
137,0.378
138,0.46
139,0.451
140,0.487
141,0.456
142,0.485
143,0.437
144,0.34
145,0.415
146,0.505
147,0.415
148,0.469
149,0.49
150,0.5
151,0.319
152,0.389
153,0.282
154,0.34
155,0.248
156,0.415
157,0.365
158,0.506
159,0.403
160,0.461
161,0.384
162,0.507
163,0.405
164,0.324
165,0.451
166,0.358
167,0.409
168,0.465
169,0.396
170,0.352
171,0.317
172,0.501
173,0.454
174,0.38
175,0.31
176,0.394
177,0.455
178,0.5
179,0.4
180,0.462
181,0.308
182,0.426
183,0.393
184,0.419
185,0.487
186,0.45
187,0.485
188,0.487
189,0.348
190,0.422
191,0.409
192,0.393
193,0.435
194,0.285
195,0.313
196,0.373
197,0.474
198,0.475
199,0.307
200,0.424
201,0.289
202,0.448
203,0.295
204,0.481
205,0.399
206,0.416
207,0.39
208,0.43
209,0.279
210,0.254
211,0.358
212,0.502
213,0.242
214,0.344
215,0.369
216,0.405
217,0.35
218,0.258
219,0.481
220,0.45
221,0.48
222,0.496
223,0.362
224,0.437
225,0.363
226,0.353
227,0.358
228,0.455
229,0.356
230,0.415
231,0.48
232,0.381
233,0.373
234,0.441
235,0.457
236,0.423
237,0.349
238,0.463
239,0.476
240,0.374
241,0.481
242,0.32
243,0.472
244,0.379
245,0.392
246,0.425
247,0.421
248,0.471
249,0.224
250,0.401
251,0.364
252,0.323
253,0.469
254,0.324
255,0.324
256,0.389
257,0.36
258,0.476
259,0.469
260,0.419
261,0.382
262,0.45
263,0.373
264,0.386
265,0.486
266,0.413
267,0.374
268,0.305
269,0.381
270,0.444
271,0.331
272,0.386
273,0.394
274,0.314
275,0.492
276,0.273
277,0.47
278,0.31
279,0.445
280,0.39
281,0.287
282,0.384
283,0.392
284,0.294
285,0.344
286,0.364
287,0.381
288,0.34
289,0.471
290,0.467
291,0.425
292,0.313
293,0.396
294,0.369
295,0.34
296,0.485
297,0.459
298,0.328
299,0.38
300,0.462
301,0.358
302,0.242
303,0.379
304,0.443
305,0.257
306,0.436
307,0.365
308,0.318
309,0.254
310,0.439
311,0.292
312,0.351
313,0.394
314,0.284
315,0.436
316,0.376
317,0.343
318,0.42
319,0.389
320,0.48
321,0.373
322,0.312
323,0.354
324,0.31
325,0.304
326,0.36
327,0.319
328,0.384
329,0.35
330,0.431
331,0.345
332,0.293
333,0.355
334,0.45
335,0.405
336,0.464
337,0.43
338,0.345
339,0.363
340,0.199
341,0.41
342,0.45
343,0.384
344,0.358
345,0.421
346,0.364
347,0.246
348,0.359
349,0.431
350,0.476
351,0.299
352,0.476
353,0.414
354,0.395
355,0.314
356,0.284
357,0.313
358,0.348
359,0.48
360,0.304
361,0.401
362,0.502
363,0.387
364,0.262
365,0.445
366,0.325
367,0.43
368,0.289
369,0.227
370,0.45
371,0.404
372,0.435
373,0.395
374,0.354
375,0.402
376,0.455
377,0.406
378,0.308
379,0.252
380,0.401
381,0.447
382,0.451
383,0.343
384,0.244
385,0.323
386,0.456
387,0.338
388,0.299
389,0.305
390,0.35
391,0.344
392,0.353
393,0.36
394,0.343
395,0.313
396,0.305
397,0.305
398,0.335
399,0.417
400,0.435
401,0.39
402,0.378
403,0.386
404,0.35
405,0.399
406,0.299
407,0.335
408,0.354
409,0.459
410,0.339
411,0.324
412,0.471
413,0.429
414,0.349
415,0.334
416,0.348
417,0.457
418,0.482
419,0.262
420,0.451
421,0.253
422,0.34
423,0.42
424,0.415
425,0.506
426,0.36
427,0.355
428,0.222
429,0.433
430,0.384
431,0.375
432,0.272
433,0.384
434,0.309
435,0.338
436,0.328
437,0.364
438,0.394
439,0.323
440,0.345
441,0.46
442,0.309
443,0.203
444,0.284
445,0.344
446,0.369
447,0.395
448,0.272
449,0.389
450,0.268
451,0.404
452,0.384
453,0.389
454,0.202
455,0.426
456,0.334
457,0.47
458,0.274
459,0.424
460,0.375
461,0.288
462,0.47
463,0.299
464,0.381
465,0.414
466,0.318
467,0.304
468,0.455
469,0.309
470,0.447
471,0.34
472,0.352
473,0.315
474,0.315
475,0.304
476,0.299
477,0.465
478,0.406
479,0.232
480,0.237
481,0.418
482,0.304
483,0.345
484,0.288
485,0.269
486,0.349
487,0.238
488,0.266
489,0.238
490,0.315
491,0.308
492,0.287
493,0.272
494,0.338
495,0.332
496,0.369
497,0.396
498,0.359
499,0.291
500,0.232
501,0.314
502,0.3
503,0.364
504,0.341
505,0.367
506,0.421
507,0.364
508,0.354
509,0.318
510,0.369
511,0.398
512,0.273
513,0.41
514,0.263
515,0.37
516,0.404
517,0.329
518,0.374
519,0.32
520,0.258
521,0.391
522,0.346
523,0.37
524,0.248
525,0.46
526,0.399
527,0.361
528,0.32
529,0.337
530,0.395
531,0.313
532,0.348
533,0.438
534,0.308
535,0.34
536,0.402
537,0.404
538,0.248
539,0.462
540,0.373
541,0.335
542,0.38
543,0.384
544,0.248
545,0.383
546,0.267
547,0.213
548,0.288
549,0.351
550,0.37
551,0.313
552,0.4
553,0.384
554,0.435
555,0.429
556,0.338
557,0.287
558,0.439
559,0.358
560,0.384
561,0.277
562,0.364
563,0.28
564,0.308
565,0.293
566,0.333
567,0.374
568,0.238
569,0.395
570,0.441
571,0.376
572,0.359
573,0.284
574,0.354
575,0.369
576,0.384
577,0.39
578,0.326
579,0.404
580,0.279
581,0.483
582,0.328
583,0.359
584,0.329
585,0.386
586,0.364
587,0.334
588,0.359
589,0.284
590,0.374
591,0.241
592,0.365
593,0.461
594,0.248
595,0.319
596,0.305
597,0.381
598,0.258
599,0.374
600,0.434
601,0.304
602,0.388
603,0.375
604,0.319
605,0.366
606,0.372
607,0.365
608,0.391
609,0.379
610,0.468
611,0.415
612,0.357
613,0.347
614,0.262
615,0.325
616,0.359
617,0.253
618,0.333
619,0.264
620,0.327
621,0.371
622,0.334
623,0.391
624,0.227
625,0.226
626,0.348
627,0.374
628,0.31
629,0.36
630,0.29
631,0.367
632,0.358
633,0.359
634,0.278
635,0.303
636,0.46
637,0.325
638,0.293
639,0.445
640,0.381
641,0.395
642,0.313
643,0.268
644,0.374
645,0.295
646,0.311
647,0.329
648,0.314
649,0.314
650,0.283
651,0.358
652,0.315
653,0.349
654,0.243
655,0.228
656,0.471
657,0.367
658,0.395
659,0.435
660,0.253
661,0.373
662,0.324
663,0.282
664,0.388
665,0.29
666,0.294
667,0.208
668,0.268
669,0.451
670,0.304
671,0.263
672,0.349
673,0.275
674,0.303
675,0.227
676,0.252
677,0.392
678,0.334
679,0.344
