Node,SIR
680,0.279
681,0.348
682,0.355
683,0.339
684,0.38
685,0.378
686,0.314
687,0.314
688,0.313
689,0.369
690,0.314
691,0.355
692,0.334
693,0.283
694,0.324
695,0.359
696,0.254
697,0.344
698,0.354
699,0.349
700,0.293
701,0.354
702,0.325
703,0.435
704,0.344
705,0.359
706,0.246
707,0.451
708,0.454
709,0.36
710,0.424
711,0.24
712,0.278
713,0.304
714,0.258
715,0.304
716,0.337
717,0.344
718,0.369
719,0.294
720,0.34
721,0.323
722,0.359
723,0.326
724,0.355
725,0.254
726,0.238
727,0.212
728,0.323
729,0.263
730,0.383
731,0.355
732,0.242
733,0.228
734,0.34
735,0.359
736,0.455
737,0.354
738,0.274
739,0.332
740,0.237
