Node,WiD1,WiD2,WiD3
6174,2,12,73
6175,2,16,84
6176,2,215,2053
6177,3,15,102
6178,3,11,61
6179,2,15,360
6180,2,8,51
6181,2,9,79
6182,2,19,178
6183,2,15,144
6184,3,12,257
6185,2,25,195
6186,2,28,422
6187,2,22,234
6188,2,9,61
6189,2,21,311
6190,2,14,98
6191,2,15,185
6192,2,62,504
6193,2,13,76
6194,2,42,315
6195,2,46,320
6196,2,10,107
6197,2,9,67
6198,2,10,233
6199,2,21,255
6200,2,12,98
6201,3,11,118
6202,2,9,49
6203,2,12,107
6204,2,9,89
6205,2,49,614
6206,2,10,148
6207,2,17,271
6208,2,16,301
6209,2,199,2028
6210,2,52,531
6211,2,193,2165
6212,2,12,82
6213,2,11,88
6214,2,206,2214
6215,4,59,903
6216,2,12,74
6217,2,39,330
6218,2,25,446
6219,2,12,89
6220,2,19,314
6221,4,38,262
6222,2,15,363
6223,3,24,157
6224,2,15,179
6225,2,14,166
6226,2,17,95
6227,2,17,289
6228,2,15,79
6229,2,68,772
6230,2,40,545
6231,2,10,84
6232,2,27,201
6233,2,68,676
6234,3,50,674
6235,2,20,232
6236,2,19,137
6237,2,8,77
6238,2,196,1971
6239,2,9,63
6240,2,12,95
6241,2,24,153
6242,3,18,203
6243,2,9,51
6244,2,18,136
6245,2,118,1292
6246,2,16,205
6247,2,22,176
6248,2,18,181
6249,2,23,185
6250,3,21,115
6251,4,20,142
6252,3,22,214
6253,2,12,80
6254,2,198,1980
6255,3,13,90
6256,4,248,2459
6257,2,12,266
6258,3,14,112
6259,2,20,153
6260,2,33,289
6261,2,50,558
6262,2,13,115
6263,2,28,396
6264,2,197,2037
6265,2,17,302
6266,2,15,348
6267,3,14,127
6268,3,20,291
6269,3,12,74
6270,2,19,188
6271,2,27,384
6272,4,37,399
6273,2,13,86
6274,2,15,148
6275,3,18,149
6276,2,8,50
6277,3,19,336
6278,2,13,114
6279,2,9,237
6280,2,41,373
6281,2,44,609
6282,2,50,703
6283,2,18,142
6284,2,21,136
6285,2,40,249
6286,2,35,396
6287,2,42,364
6288,2,18,274
6289,2,11,60
6290,2,17,103
6291,3,31,258
6292,2,23,327
6293,2,10,64
6294,2,27,571
6295,2,21,207
6296,2,64,721
6297,3,27,189
6298,2,10,88
6299,2,22,171
6300,4,16,96
6301,2,20,146
6302,2,27,284
6303,2,18,118
6304,2,10,50
6305,4,21,126
6306,2,17,111
6307,2,185,2124
6308,3,35,255
6309,4,117,1423
6310,3,15,92
6311,2,23,217
6312,2,14,306
6313,2,23,184
6314,2,9,48
6315,2,98,1049
6316,2,9,139
6317,2,17,146
6318,2,10,233
6319,2,14,111
6320,2,25,367
6321,2,14,109
6322,3,45,519
6323,2,11,185
6324,2,10,64
6325,2,8,84
6326,2,29,293
6327,3,34,422
6328,2,18,161
6329,2,13,343
6330,2,28,259
6331,3,36,260
6332,2,60,514
6333,2,25,244
6334,2,14,187
6335,2,11,249
6336,2,118,1154
6337,2,12,118
6338,2,22,160
6339,2,10,113
6340,2,23,206
6341,2,24,340
6342,2,8,46
6343,3,27,186
6344,2,50,574
6345,2,9,109
6346,2,55,539
6347,2,13,108
6348,2,12,97
6349,5,25,415
6350,2,41,452
6351,3,24,205
6352,2,63,709
6353,3,204,1920
6354,2,14,184
6355,2,132,1396
6356,2,29,331
6357,4,196,1884
6358,2,13,80
6359,5,102,1216
6360,2,22,312
6361,3,34,264
6362,2,116,1243
6363,2,40,337
6364,2,15,153
6365,2,30,216
6366,2,13,203
6367,2,8,41
6368,2,9,74
6369,4,21,199
6370,2,16,99
6371,2,48,636
6372,2,15,284
6373,2,46,433
6374,4,44,708
6375,2,12,88
6376,2,17,117
6377,2,12,201
6378,3,67,870
6379,2,38,306
6380,2,105,1276
6381,2,20,148
6382,2,19,331
6383,2,10,129
6384,2,47,295
6385,2,45,677
6386,2,23,220
6387,2,14,71
6388,2,196,1987
6389,2,10,101
6390,2,16,169
6391,2,188,1827
6392,5,42,291
6393,2,21,111
6394,2,13,290
6395,2,9,46
6396,2,66,790
6397,2,33,395
6398,2,8,45
6399,3,16,220
6400,2,10,83
6401,2,19,132
6402,3,24,218
6403,2,35,323
6404,2,10,151
6405,2,8,41
6406,2,18,337
6407,2,11,118
6408,2,41,302
6409,2,11,54
6410,2,29,396
6411,2,41,337
6412,2,33,427
6413,2,64,862
6414,4,25,249
6415,2,9,53
6416,3,20,212
6417,2,11,147
6418,3,20,153
6419,3,33,389
6420,4,42,487
6421,2,28,378
6422,2,20,107
6423,2,12,51
6424,2,12,65
6425,2,10,44
6426,2,31,297
6427,2,20,119
6428,2,11,87
6429,2,43,303
6430,2,14,78
6431,2,14,122
6432,2,19,346
6433,2,20,103
6434,2,70,804
6435,2,21,156
6436,5,27,321
6437,2,13,77
6438,2,10,92
6439,2,26,348
6440,3,26,282
6441,2,18,190
6442,2,11,96
6443,2,62,774
6444,2,12,74
6445,2,14,150
6446,2,19,162
6447,2,19,267
6448,2,11,232
6449,2,25,299
6450,2,109,1052
6451,2,52,631
6452,2,43,364
6453,2,10,73
6454,2,22,173
6455,2,13,294
6456,2,9,123
6457,2,188,1899
6458,2,42,418
6459,3,43,450
6460,2,28,212
6461,2,9,117
6462,3,41,437
6463,2,12,69
6464,2,17,134
6465,2,34,398
6466,3,51,381
6467,2,52,535
6468,2,14,173
6469,3,11,89
6470,2,31,176
6471,2,65,876
6472,2,11,264
6473,3,16,86
6474,2,17,122
6475,3,39,301
6476,3,13,172
6477,2,9,67
6478,2,22,151
6479,2,18,169
6480,3,14,72
6481,3,13,89
6482,2,14,263
6483,2,11,169
6484,2,17,147
6485,2,23,246
6486,2,16,327
6487,2,11,63
6488,2,9,67
6489,2,38,535
6490,2,39,401
6491,2,24,414
6492,2,17,140
6493,2,32,258
6494,2,12,161
6495,3,15,95
6496,2,46,325
6497,2,10,334
6498,2,11,100
6499,3,17,186
6500,2,198,1988
6501,2,8,47
6502,2,36,406
6503,2,9,111
6504,2,48,337
6505,2,64,820
6506,2,17,170
6507,2,198,2002
6508,2,188,1803
6509,2,23,184
6510,2,49,561
6511,2,9,86
6512,2,129,1780
6513,2,22,169
6514,2,24,415
6515,2,8,138
6516,2,32,554
6517,2,13,74
6518,3,32,439
6519,3,17,114
6520,2,11,245
6521,2,46,658
6522,3,24,202
6523,2,12,99
6524,3,25,179
6525,3,37,571
6526,2,9,142
6527,2,12,373
6528,2,12,65
6529,2,27,380
6530,2,8,143
6531,2,29,214
6532,3,15,330
6533,2,11,127
6534,2,187,2090
6535,2,8,41
6536,2,21,247
6537,2,16,183
6538,2,13,84
6539,2,24,261
6540,2,18,126
6541,4,17,146
6542,3,19,131
6543,3,23,217
6544,2,31,361
6545,2,20,335
6546,4,28,261
6547,2,39,559
6548,2,24,141
6549,2,16,274
6550,2,28,189
6551,2,22,141
6552,2,8,121
6553,2,10,89
6554,3,39,598
6555,3,24,189
6556,2,30,359
6557,2,63,626
6558,2,26,175
6559,2,100,1354
6560,2,46,449
6561,3,19,103
6562,2,13,74
6563,2,40,269
6564,2,31,286
6565,2,39,368
6566,2,12,109
6567,2,15,154
6568,2,31,240
6569,4,38,503
6570,2,38,238
6571,3,11,76
6572,2,18,121
6573,3,47,504
6574,2,22,218
6575,3,32,397
6576,2,9,335
6577,3,14,67
6578,3,115,1537
6579,2,30,327
6580,2,10,63
6581,2,95,1230
6582,2,14,74
6583,3,21,298
6584,2,13,119
6585,2,199,2144
6586,2,15,147
6587,2,9,77
6588,2,9,50
6589,2,13,108
6590,2,24,281
6591,2,11,76
6592,2,13,277
6593,2,13,165
6594,2,11,63
6595,2,11,131
6596,3,15,90
6597,2,21,219
6598,2,44,411
6599,2,12,98
6600,2,20,200
6601,2,14,83
6602,2,19,155
6603,2,12,121
6604,2,15,69
6605,2,12,266
6606,2,15,137
6607,2,19,126
6608,3,27,251
6609,2,16,318
6610,2,37,276
6611,2,23,179
6612,2,17,267
6613,2,24,310
6614,3,190,2149
6615,2,31,224
6616,2,40,251
6617,2,9,55
6618,2,9,148
6619,2,42,318
6620,2,10,155
6621,3,199,2016
6622,2,31,247
6623,2,31,297
6624,3,18,205
6625,2,9,45
6626,2,22,178
6627,3,16,94
6628,2,16,297
6629,2,8,50
6630,2,19,189
6631,2,13,164
6632,2,10,253
6633,2,27,266
6634,2,106,1411
6635,2,14,103
6636,3,33,309
6637,2,69,907
6638,2,14,135
6639,2,13,74
6640,2,12,69
6641,2,18,266
6642,2,126,1478
6643,2,19,212
6644,2,11,87
6645,2,43,455
6646,2,14,280
6647,2,24,162
6648,2,9,114
6649,2,18,119
6650,2,101,1114
6651,2,13,241
6652,2,18,206
6653,2,14,70
6654,2,12,187
6655,2,18,171
6656,2,46,316
6657,2,111,1215
6658,2,8,250
6659,2,19,298
6660,5,25,309
6661,2,25,177
6662,2,13,144
6663,2,78,1132
6664,2,10,233
6665,2,27,148
6666,2,60,846
6667,2,31,435
6668,2,29,366
6669,2,10,57
6670,2,41,419
6671,2,13,76
6672,2,20,176
6673,2,12,271
6674,2,15,344
6675,4,17,141
6676,3,16,148
6677,2,12,75
6678,3,12,88
6679,2,10,199
6680,2,10,96
6681,3,26,368
6682,2,25,163
6683,2,28,244
6684,2,16,115
6685,2,8,321
6686,2,14,457
6687,2,93,1246
6688,2,16,102
6689,2,41,351
6690,3,24,149
6691,2,21,216
6692,2,10,66
6693,2,15,120
6694,2,196,2005
6695,2,15,280
6696,2,37,308
6697,2,153,1826
6698,2,15,188
6699,3,26,409
6700,3,32,252
6701,2,17,119
6702,2,18,117
6703,2,185,2092
6704,2,22,368
6705,2,19,243
6706,2,9,191
6707,4,20,114
6708,3,12,83
6709,2,15,81
6710,3,32,208
6711,2,15,132
6712,2,9,133
6713,2,27,212
6714,2,11,131
6715,3,12,152
6716,2,24,351
6717,2,14,298
6718,2,15,144
6719,2,13,90
6720,2,30,346
6721,2,43,719
6722,3,12,65
6723,2,15,233
6724,2,36,256
6725,2,10,84
6726,2,197,1977
6727,2,31,208
6728,2,34,269
6729,2,66,589
6730,4,48,386
6731,2,12,70
6732,2,22,187
6733,2,31,299
6734,3,13,93
6735,2,11,100
6736,2,10,102
6737,2,10,198
6738,2,18,297
6739,2,24,177
6740,2,11,87
6741,3,14,193
6742,2,26,199
6743,2,25,201
6744,2,29,198
6745,2,10,52
6746,2,13,87
6747,3,28,214
6748,2,15,105
6749,2,16,80
6750,2,19,270
6751,2,11,278
6752,2,17,162
6753,2,50,394
6754,2,86,948
6755,2,26,432
6756,2,61,510
6757,2,24,267
6758,3,23,179
6759,2,12,125
6760,2,9,95
6761,2,13,113
6762,2,15,113
6763,2,23,177
6764,2,12,437
6765,2,8,67
6766,2,13,166
6767,3,13,241
6768,2,10,102
6769,2,11,80
6770,2,24,205
6771,2,11,352
6772,2,12,106
6773,2,46,358
6774,2,29,204
6775,2,11,100
6776,3,14,113
6777,2,11,93
6778,2,17,104
6779,2,15,141
6780,2,23,167
6781,2,14,112
6782,2,16,123
6783,2,9,68
6784,2,15,83
6785,2,11,63
6786,2,42,379
6787,2,9,53
6788,2,40,504
6789,2,65,622
6790,2,16,152
6791,2,10,131
6792,2,15,122
6793,2,56,918
6794,2,36,249
6795,2,19,117
6796,2,48,425
6797,2,10,85
6798,2,19,236
6799,2,12,145
6800,2,185,2096
6801,2,24,175
6802,2,12,84
6803,2,21,212
6804,2,61,521
6805,2,18,315
6806,2,8,52
6807,3,14,78
6808,2,10,63
6809,2,10,95
6810,2,11,183
6811,3,78,761
6812,2,25,214
6813,2,13,90
6814,2,13,101
6815,2,12,161
6816,2,31,171
6817,2,11,123
6818,2,19,163
6819,3,11,89
6820,2,25,205
6821,2,27,351
6822,2,23,177
6823,2,14,184
6824,2,9,209
6825,2,17,308
6826,2,13,165
6827,3,24,205
6828,2,15,117
6829,3,30,347
6830,2,9,53
6831,2,185,2090
6832,2,8,58
6833,2,11,99
6834,2,28,541
6835,3,19,159
6836,3,17,126
6837,2,45,589
6838,2,23,149
6839,2,17,248
6840,2,42,495
6841,2,192,2300
6842,2,22,148
6843,2,28,193
6844,3,22,163
6845,2,24,237
6846,2,9,75
6847,2,14,125
6848,2,8,91
6849,2,46,699
6850,2,14,101
6851,2,10,82
6852,3,45,493
6853,2,12,92
6854,2,29,313
6855,3,12,108
6856,2,13,254
6857,3,29,594
6858,4,16,152
6859,2,28,449
6860,3,32,503
6861,2,24,219
6862,2,106,1180
6863,2,20,310
6864,3,26,244
6865,4,21,242
6866,3,33,285
6867,2,41,273
6868,2,14,80
6869,2,113,1024
6870,2,9,227
6871,2,10,99
6872,2,9,81
6873,2,30,484
6874,2,11,57
6875,2,8,55
6876,2,11,113
6877,2,64,778
6878,2,10,144
6879,2,66,562
6880,5,31,337
6881,2,18,157
6882,3,18,165
6883,2,29,190
6884,2,8,53
6885,2,15,81
6886,3,17,104
6887,4,18,112
6888,2,52,644
6889,2,8,70
6890,2,196,1864
6891,2,8,148
6892,2,8,120
6893,2,11,60
6894,3,15,284
6895,2,15,98
6896,2,37,368
6897,2,19,198
6898,2,22,186
6899,2,24,249
6900,2,27,354
6901,2,19,242
6902,2,11,68
6903,2,22,308
6904,2,17,355
6905,2,13,392
6906,2,21,152
6907,2,33,477
6908,2,54,580
6909,3,13,252
6910,2,32,367
6911,2,11,80
6912,2,34,480
6913,2,88,1007
6914,2,114,1208
6915,2,18,221
6916,2,14,392
6917,2,47,668
6918,2,39,462
6919,2,18,159
6920,2,13,193
6921,2,11,92
6922,3,108,1192
6923,2,27,369
6924,2,10,48
6925,3,12,79
6926,2,10,54
6927,2,14,74
6928,2,215,2082
6929,2,47,321
6930,2,34,540
6931,2,8,47
6932,2,18,293
6933,3,11,86
6934,2,24,334
6935,2,13,106
6936,2,8,237
6937,2,18,343
6938,2,38,326
6939,2,10,46
6940,2,17,192
6941,3,113,1006
6942,2,45,644
6943,2,22,547
6944,2,185,2076
6945,2,17,296
6946,2,11,66
6947,2,11,111
6948,2,12,122
6949,3,29,649
6950,2,35,322
6951,2,112,1211
6952,3,18,126
6953,2,62,415
6954,3,29,285
6955,2,24,216
6956,2,29,387
6957,3,39,490
6958,2,31,505
6959,2,17,85
6960,2,19,95
6961,2,13,148
6962,2,13,309
6963,2,13,74
6964,2,11,59
6965,2,14,95
6966,2,12,80
6967,2,114,1209
6968,3,14,145
6969,2,88,981
6970,2,14,101
6971,2,15,180
6972,2,8,48
6973,2,65,771
6974,2,17,125
6975,2,23,175
6976,2,15,245
6977,3,16,104
6978,4,40,520
6979,2,8,274
6980,2,10,56
6981,3,14,130
6982,2,34,548
6983,2,23,238
6984,2,10,65
6985,2,32,246
6986,3,24,324
6987,3,13,82
6988,2,9,286
6989,3,14,254
6990,2,23,161
6991,3,30,179
6992,2,13,79
6993,2,13,72
6994,3,190,2138
6995,2,45,284
6996,2,58,629
6997,2,143,1492
6998,2,10,164
6999,2,26,168
7000,2,14,82
7001,2,208,2135
7002,2,47,486
7003,2,17,128
7004,2,10,252
7005,2,53,697
7006,2,15,189
7007,2,16,173
7008,2,187,2113
7009,3,44,372
7010,2,15,286
7011,2,10,101
7012,2,9,64
7013,2,72,909
7014,2,9,46
7015,2,15,254
7016,3,68,812
7017,2,196,1970
7018,3,34,531
7019,2,97,1248
7020,2,67,681
7021,2,17,98
7022,2,12,127
7023,2,24,152
7024,2,11,100
7025,2,26,392
7026,2,14,132
7027,2,10,73
7028,2,21,169
7029,2,10,51
7030,2,14,69
7031,2,72,678
7032,2,27,194
7033,2,29,283
7034,2,9,96
7035,2,109,981
7036,2,15,84
7037,2,185,2081
7038,2,35,298
7039,2,23,473
7040,2,25,255
7041,2,12,88
7042,3,12,92
7043,2,31,374
7044,3,21,346
7045,2,14,82
7046,2,10,50
7047,2,21,231
7048,2,32,247
7049,2,12,153
7050,2,10,84
7051,2,49,389
7052,2,10,99
7053,2,12,88
7054,2,11,79
7055,2,10,136
7056,2,52,589
7057,2,57,412
7058,2,14,98
7059,2,30,409
7060,3,22,157
7061,2,18,274
7062,2,15,78
7063,2,8,140
7064,4,19,118
7065,2,22,424
7066,2,12,72
7067,3,41,582
7068,2,28,240
7069,2,24,349
7070,3,17,132
7071,2,102,1217
7072,2,41,384
7073,2,187,1882
7074,2,8,97
7075,2,199,2246
7076,2,46,586
7077,2,50,490
7078,2,17,206
7079,2,14,258
7080,2,28,352
7081,2,112,1074
7082,3,11,129
7083,3,48,626
7084,2,97,1268
7085,2,112,1237
7086,3,15,199
7087,2,16,118
7088,2,30,255
7089,2,19,361
7090,2,27,255
7091,2,17,114
7092,2,18,133
7093,2,38,319
7094,2,62,658
7095,2,26,199
7096,2,13,297
7097,2,188,1811
7098,2,59,759
7099,2,13,120
7100,2,10,59
7101,3,16,352
7102,2,42,285
7103,2,10,62
7104,2,40,332
7105,2,12,131
7106,4,15,121
7107,2,44,540
7108,2,187,2098
7109,2,10,50
7110,2,30,332
7111,2,12,90
7112,2,13,291
7113,3,15,83
7114,3,54,523
7115,2,12,62
7116,2,9,42
7117,2,21,429
7118,2,15,100
7119,2,8,96
7120,2,17,182
7121,2,15,283
7122,2,12,143
7123,2,21,137
7124,2,9,290
7125,2,74,775
7126,2,15,160
7127,2,14,249
7128,3,11,153
7129,2,51,899
7130,2,9,55
7131,2,14,165
7132,2,23,233
7133,2,9,235
7134,2,52,503
7135,2,34,386
7136,2,52,656
7137,2,16,131
7138,2,27,271
7139,2,40,471
7140,2,17,167
7141,2,10,65
7142,2,20,255
7143,2,17,154
7144,2,11,73
7145,2,17,124
7146,2,17,120
7147,2,13,90
7148,2,11,95
7149,2,42,483
7150,2,23,154
7151,2,8,60
7152,2,12,72
7153,3,14,128
7154,2,11,66
7155,3,112,1232
7156,2,26,228
7157,3,124,1413
7158,2,11,418
7159,2,18,101
7160,2,114,1004
7161,2,10,55
7162,2,11,179
7163,2,10,42
7164,2,9,84
7165,2,18,109
7166,2,28,279
7167,2,14,145
7168,3,13,236
7169,2,15,161
7170,2,11,117
7171,2,10,158
7172,2,108,1466
7173,2,38,338
7174,3,12,80
7175,2,43,348
7176,2,9,75
7177,2,189,1848
7178,2,98,1102
7179,2,9,102
7180,2,12,73
7181,2,87,958
7182,2,52,733
7183,2,197,1992
7184,4,15,174
7185,2,44,279
7186,2,16,97
7187,2,11,59
7188,3,14,124
7189,2,188,2136
7190,2,22,245
7191,2,41,626
7192,2,17,101
7193,2,11,118
7194,2,32,285
7195,2,43,402
7196,2,15,180
7197,2,98,1036
7198,2,23,170
7199,2,9,79
7200,2,27,358
7201,2,12,86
7202,3,18,264
7203,3,12,70
7204,2,13,65
7205,2,14,267
7206,3,12,95
7207,2,10,80
7208,2,13,108
7209,2,45,368
7210,2,13,118
7211,3,15,187
7212,2,23,168
7213,2,27,248
7214,2,14,141
7215,2,12,119
7216,2,11,89
7217,2,11,88
7218,2,84,845
7219,2,12,76
7220,2,13,85
7221,2,8,222
7222,2,76,1053
7223,2,41,286
7224,2,13,112
7225,2,10,129
7226,2,199,2011
7227,2,12,203
7228,3,191,2129
7229,3,37,840
7230,2,93,1066
7231,2,20,264
7232,2,10,108
7233,2,12,127
7234,2,8,59
7235,2,16,121
7236,2,18,309
7237,2,11,146
7238,2,26,289
7239,2,10,87
7240,2,10,64
7241,2,22,450
7242,2,15,258
7243,2,19,159
7244,2,10,96
7245,2,8,81
7246,2,50,654
7247,3,21,155
7248,2,14,88
7249,2,25,275
7250,2,55,493
7251,2,13,138
7252,2,13,187
7253,2,237,2842
7254,2,22,203
7255,2,8,62
7256,2,23,250
7257,3,40,450
7258,2,45,278
7259,3,21,281
7260,2,48,587
7261,2,11,126
7262,2,109,1472
7263,3,11,87
7264,2,14,147
7265,2,30,282
7266,2,16,105
7267,2,28,422
7268,2,24,413
7269,2,9,101
7270,2,16,205
7271,3,14,99
7272,2,14,176
7273,2,9,148
7274,2,8,115
7275,2,15,300
7276,2,11,244
7277,2,9,233
7278,3,15,100
7279,2,12,115
7280,2,16,306
7281,2,26,204
7282,2,11,95
7283,2,46,321
7284,2,13,151
7285,4,22,314
7286,2,9,59
7287,2,28,378
7288,2,13,137
7289,2,60,813
7290,2,26,240
7291,2,13,127
7292,2,18,198
7293,2,16,344
7294,2,72,615
7295,2,10,159
7296,2,87,945
7297,2,40,430
7298,2,31,598
7299,2,10,86
7300,2,11,98
7301,2,35,301
7302,2,10,54
7303,2,13,251
7304,2,18,131
7305,2,42,293
7306,2,190,1849
7307,2,35,335
7308,2,17,141
7309,2,24,334
7310,2,14,205
7311,2,21,179
7312,2,108,1456
7313,2,10,114
7314,2,29,247
7315,2,20,176
7316,3,97,1275
7317,2,11,113
7318,2,16,94
7319,2,18,189
7320,2,60,900
7321,2,21,226
7322,2,73,699
7323,2,11,92
7324,2,21,155
7325,2,51,494
7326,2,13,104
7327,2,10,77
7328,2,26,319
7329,2,13,273
7330,2,41,474
7331,2,18,326
7332,2,27,438
7333,2,48,664
7334,2,185,2077
7335,2,24,202
7336,2,15,241
7337,2,13,120
7338,2,18,181
7339,2,23,290
7340,2,22,307
7341,2,10,76
7342,2,11,75
7343,3,16,198
7344,2,192,2141
7345,2,13,65
7346,2,33,437
7347,2,9,100
7348,2,43,491
7349,2,55,551
7350,2,199,2043
7351,3,15,67
7352,2,11,67
7353,2,31,349
7354,2,9,331
7355,2,8,102
7356,2,9,81
7357,2,111,1528
7358,2,14,112
7359,2,60,498
7360,2,50,645
7361,3,117,1671
7362,2,12,53
7363,2,119,1380
7364,2,199,2215
7365,2,10,162
7366,2,15,240
7367,2,24,256
7368,2,14,87
7369,2,74,752
7370,2,11,61
7371,2,16,231
7372,2,187,1799
7373,2,35,511
7374,2,20,343
7375,2,21,213
7376,2,18,415
7377,2,17,239
7378,2,214,2309
7379,2,15,265
7380,2,10,61
7381,2,12,153
7382,2,21,214
7383,2,10,48
7384,2,26,272
7385,2,18,129
7386,2,97,1229
7387,2,234,2572
7388,2,12,56
7389,2,28,204
7390,2,25,264
7391,2,187,1800
7392,2,50,337
7393,2,25,435
7394,2,10,318
7395,2,15,192
7396,2,14,163
7397,2,15,86
7398,2,17,327
7399,2,17,151
7400,2,13,65
7401,2,11,74
7402,3,50,438
7403,2,23,380
7404,3,38,553
7405,2,17,100
7406,2,29,428
7407,2,13,112
7408,2,40,335
7409,2,208,2428
7410,2,45,632
7411,2,39,330
7412,2,8,105
7413,2,13,114
7414,2,8,227
7415,2,10,85
7416,2,20,262
7417,3,25,290
7418,2,13,288
7419,2,49,366
7420,2,10,57
7421,2,11,95
7422,2,10,68
7423,2,25,160
7424,2,12,110
7425,3,28,234
7426,2,30,385
7427,2,15,197
7428,2,10,87
7429,2,8,49
7430,2,15,250
7431,2,190,1843
7432,2,10,82
7433,2,10,90
7434,2,10,93
7435,2,8,63
7436,2,17,134
7437,3,58,803
7438,2,40,370
7439,2,19,309
7440,2,9,44
7441,3,28,376
7442,2,10,54
7443,2,49,647
7444,2,29,183
7445,2,11,64
7446,2,17,258
7447,2,15,169
7448,2,8,55
7449,2,12,111
7450,2,14,355
7451,2,14,62
7452,3,15,95
7453,2,27,344
7454,2,8,65
7455,2,17,203
7456,2,205,2205
7457,2,10,119
7458,2,38,549
7459,2,9,176
7460,2,29,353
7461,2,14,247
7462,2,17,140
7463,2,13,117
7464,2,15,278
7465,2,15,92
7466,2,20,379
7467,2,11,82
7468,2,10,53
7469,2,37,358
7470,2,24,201
7471,2,12,73
7472,2,24,389
7473,2,54,755
7474,2,24,403
7475,2,25,401
7476,2,8,147
7477,2,10,60
7478,3,29,414
7479,2,93,1212
7480,2,10,53
7481,3,28,318
7482,2,16,221
7483,2,15,135
7484,2,25,197
7485,2,16,359
7486,2,28,379
7487,2,11,149
7488,2,12,99
7489,2,41,559
7490,2,51,494
7491,2,19,158
7492,2,42,322
7493,2,115,1515
7494,2,96,1266
7495,2,29,286
7496,2,14,287
7497,2,10,236
7498,2,44,674
7499,2,17,251
7500,2,14,83
7501,2,16,105
7502,2,9,223
7503,2,26,426
7504,2,31,435
7505,2,14,80
7506,2,12,84
7507,2,39,502
7508,2,8,59
7509,2,44,502
7510,2,19,120
7511,2,18,232
7512,2,54,723
7513,2,8,46
7514,2,10,162
7515,2,9,46
7516,2,17,141
7517,2,35,490
7518,2,12,466
7519,2,9,84
7520,2,10,78
7521,2,9,69
7522,2,60,773
7523,2,14,296
7524,2,18,374
7525,2,33,254
7526,3,42,359
7527,2,122,1552
7528,2,31,337
7529,2,68,712
7530,2,8,38
7531,2,9,236
7532,2,11,87
7533,2,10,169
7534,2,12,55
7535,2,23,325
7536,2,32,295
7537,2,9,49
7538,2,8,34
7539,2,19,176
7540,2,19,290
7541,2,9,241
7542,2,9,73
7543,2,29,228
7544,2,41,291
7545,2,13,96
7546,2,22,447
7547,2,28,286
7548,3,48,367
7549,2,11,166
7550,2,13,91
7551,2,68,598
7552,2,17,198
7553,2,9,47
7554,2,14,231
7555,2,44,363
7556,2,113,1483
7557,2,69,788
7558,2,58,755
7559,2,19,325
7560,2,12,154
7561,2,33,559
7562,2,116,1108
7563,2,11,72
7564,2,12,75
7565,2,14,118
7566,2,53,409
7567,2,11,90
7568,2,19,194
7569,2,12,236
7570,2,38,521
7571,2,22,252
7572,2,8,117
7573,2,25,168
7574,2,13,123
7575,3,12,58
7576,2,42,296
7577,2,45,503
7578,2,9,58
7579,2,8,51
7580,2,187,1807
7581,2,10,50
7582,2,24,208
7583,3,14,103
7584,2,88,780
7585,2,14,81
7586,2,17,332
7587,2,17,146
7588,2,140,1246
7589,3,13,79
7590,2,8,123
7591,2,8,56
7592,2,39,406
7593,2,36,621
7594,2,10,85
7595,2,208,2079
7596,2,47,315
7597,3,197,2171
7598,2,8,220
7599,2,8,68
7600,2,8,33
7601,2,21,152
7602,2,14,105
7603,2,21,167
7604,2,19,132
7605,2,70,656
7606,2,23,171
7607,2,19,151
7608,3,19,293
7609,3,16,103
7610,2,12,249
7611,2,8,81
7612,2,8,79
7613,2,15,74
7614,2,13,91
7615,2,71,686
7616,2,11,56
7617,3,22,280
7618,2,10,103
7619,2,14,112
7620,2,10,68
7621,2,11,115
7622,2,12,158
7623,2,15,133
7624,2,32,569
7625,2,8,78
7626,2,9,43
7627,2,14,102
7628,2,39,476
7629,2,20,383
7630,2,47,348
7631,2,8,57
7632,2,10,49
7633,2,23,244
7634,2,10,71
7635,2,16,199
7636,2,10,128
7637,2,8,85
7638,2,16,97
7639,2,40,425
7640,2,10,236
7641,3,39,346
7642,2,34,242
7643,2,26,135
7644,2,10,151
7645,2,12,57
7646,3,13,298
7647,2,62,848
7648,2,78,773
7649,2,63,835
7650,2,34,255
7651,2,28,205
7652,2,21,114
7653,2,15,191
7654,2,14,265
7655,2,16,151
7656,2,72,661
7657,2,11,224
7658,2,12,101
7659,2,18,144
7660,2,15,177
7661,3,11,84
7662,2,10,262
7663,2,9,42
7664,2,17,300
7665,2,24,170
7666,2,10,156
7667,2,17,229
7668,2,11,156
7669,2,10,321
7670,2,22,108
7671,2,17,280
7672,2,20,287
7673,2,8,215
7674,2,21,214
7675,2,11,234
7676,2,34,465
7677,2,8,47
7678,2,198,2099
7679,2,23,312
7680,2,19,327
7681,2,11,84
7682,2,14,243
7683,2,32,263
7684,2,18,307
7685,2,23,194
7686,2,12,103
7687,2,15,111
7688,2,8,67
7689,2,109,1045
7690,2,23,160
7691,2,15,325
7692,2,10,61
7693,2,10,74
7694,2,15,140
7695,2,9,93
7696,2,9,114
7697,2,15,78
7698,2,45,352
7699,2,16,207
7700,2,9,143
7701,2,21,246
7702,2,67,627
7703,2,34,402
7704,2,12,97
7705,2,11,88
7706,2,54,723
7707,2,38,395
7708,2,16,351
7709,2,8,38
7710,2,13,274
7711,2,36,354
7712,2,9,87
7713,2,13,275
